Table 5. CRISPR Scores from Ba/F3 cells								
Gene	sgRNAs included	-IL-3 CS	+IL-3 CS	Differential CS	-IL-3 CS	+IL-3 CS	Differential CS	Average Differential CS
Zfand6	9	0,022	0,423	-0,401	-0,108	0,327	-0,435	-0,418
D6Wsu163e	8	0,167	0,148	0,019	-0,683	0,172	-0,855	-0,418
Rnf122	10	0,241	0,284	-0,043	-0,43	0,363	-0,793	-0,418
Thap11	10	-2,809	-2,656	-0,153	-4,057	-3,375	-0,682	-0,4175
Hist1h4a	8	-1,854	-1,896	0,042	-2,725	-1,848	-0,877	-0,4175
Ccl27b	10	-0,717	-0,338	-0,379	-1,066	-0,61	-0,456	-0,4175
Gm13306	10	-0,717	-0,338	-0,379	-1,066	-0,61	-0,456	-0,4175
LOC100861978	10	-0,717	-0,338	-0,379	-1,066	-0,61	-0,456	-0,4175
Cdhr3	10	-0,072	0,351	-0,423	-0,242	0,169	-0,411	-0,417
Shc3	9	-0,75	-0,632	-0,118	-1,58	-0,864	-0,716	-0,417
Ttc7b	10	-0,194	0,241	-0,435	-0,268	0,131	-0,399	-0,417
Irf9	10	-0,237	0,075	-0,312	-0,269	0,253	-0,522	-0,417
Gsto1	10	-0,182	-0,133	-0,049	-1,008	-0,224	-0,784	-0,4165
Tppp3	9	-0,085	-0,246	0,161	-1,058	-0,064	-0,994	-0,4165
Psat1	10	-0,797	-0,325	-0,472	-1,022	-0,661	-0,361	-0,4165
Vash2	10	-0,13	0,084	-0,214	-0,324	0,295	-0,619	-0,4165
Ushbp1	9	-1,091	-0,624	-0,467	-1,396	-1,03	-0,366	-0,4165
Pkn2	9	-0,557	-0,538	-0,019	-1,269	-0,455	-0,814	-0,4165
Ppp2r3c	10	-3,032	-3,113	0,081	-5,21	-4,297	-0,913	-0,416
Baz2a	7	-0,369	0,155	-0,524	0,26	0,568	-0,308	-0,416
Kbtbd3	9	0,361	0,516	-0,155	-0,544	0,132	-0,676	-0,4155
Cyp2f2	10	-0,218	-0,328	0,11	-1,373	-0,432	-0,941	-0,4155
Rab26	10	-0,001	0,288	-0,289	-0,244	0,298	-0,542	-0,4155
Krtap7-1	10	-0,186	0,222	-0,408	-0,309	0,114	-0,423	-0,4155
Rgs9bp	9	-0,368	0,044	-0,412	-0,836	-0,417	-0,419	-0,4155
9430007A20Rik	9	0,078	0,274	-0,196	-0,116	0,519	-0,635	-0,4155
Rpl19	10	-4,752	-4,413	-0,339	-5,948	-5,456	-0,492	-0,4155
Lrrc18	9	0,063	0,256	-0,193	-0,431	0,206	-0,637	-0,415
Hs3st5	10	-0,023	0,049	-0,072	-0,817	-0,059	-0,758	-0,415
Ifi203	8	-0,257	-0,075	-0,182	-0,882	-0,234	-0,648	-0,415
Isoc2b	10	0,081	0,029	0,052	-0,763	0,119	-0,882	-0,415
Pip4k2c	9	-0,91	-0,742	-0,168	-1,188	-0,526	-0,662	-0,415
Brinp1	10	0,13	-0,097	0,227	-0,825	0,232	-1,057	-0,415
Slc44a2	10	0,205	0,178	0,027	-0,555	0,302	-0,857	-0,415
Lce1a1	10	-0,313	-0,209	-0,104	-0,999	-0,273	-0,726	-0,415
Bdp1	9	-1,876	-2,006	0,13	-2,147	-1,187	-0,96	-0,415
Bysl	9	-4,395	-4,191	-0,204	-4,632	-4,006	-0,626	-0,415
Atp13a5	10	-0,012	0,236	-0,248	-0,532	0,049	-0,581	-0,4145
Pglyrp2	10	-0,171	0,11	-0,281	-0,61	-0,062	-0,548	-0,4145
Smg1	10	-1,367	-1,061	-0,306	-1,637	-1,114	-0,523	-0,4145
Syce1	8	-0,31	-0,245	-0,065	-0,62	0,144	-0,764	-0,4145
Crcp	9	-3,751	-3,475	-0,276	-4,748	-4,195	-0,553	-0,4145
Rfc5	10	-3,981	-4,221	0,24	-5,238	-4,17	-1,068	-0,414
Tmem132e	9	0,073	0,363	-0,29	-0,241	0,297	-0,538	-0,414
Igll1	10	-0,093	0,174	-0,267	-0,787	-0,226	-0,561	-0,414
Saa2	10	-1,119	-0,949	-0,17	-1,7	-1,042	-0,658	-0,414
E030019B06Rik	8	0,282	0,325	-0,043	-0,305	0,479	-0,784	-0,4135
Tm9sf4	9	-0,272	0,181	-0,453	-0,135	0,239	-0,374	-0,4135
Dclk2	9	-0,313	-0,267	-0,046	-1,246	-0,465	-0,781	-0,4135
Cutal	10	-0,351	-0,198	-0,153	-0,801	-0,127	-0,674	-0,4135
Fancm	10	-1,448	-0,757	-0,691	-1,432	-1,296	-0,136	-0,4135
Rbm5	10	-0,812	-0,719	-0,093	-1,296	-0,563	-0,733	-0,413
Ccdc22	9	-0,875	-0,679	-0,196	-1,874	-1,244	-0,63	-0,413
Adam1b	8	-0,528	-0,891	0,363	-1,127	0,062	-1,189	-0,413
Slc37a4	9	-0,044	0,218	-0,262	-0,634	-0,07	-0,564	-0,413
Anapc16	9	-0,829	-0,322	-0,507	-0,842	-0,523	-0,319	-0,413
Rtel1	10	-2,144	-1,931	-0,213	-2,035	-1,423	-0,612	-0,4125
Aoah	10	-0,014	0,143	-0,157	-0,894	-0,226	-0,668	-0,4125
Itga7	10	-0,092	0,057	-0,149	-0,439	0,237	-0,676	-0,4125
Krt75	10	-0,857	-0,273	-0,584	-0,633	-0,392	-0,241	-0,4125
Hps1	8	-0,305	-0,04	-0,265	-1,24	-0,68	-0,56	-0,4125
Ergic1	9	-0,127	-0,237	0,11	-0,765	0,169	-0,934	-0,412
Ptchd4	9	-0,547	-0,116	-0,431	-0,115	0,278	-0,393	-0,412
Slc2a7	8	-0,474	-0,353	-0,121	-1,579	-0,876	-0,703	-0,412
Eml3	10	-0,601	-0,386	-0,215	-0,731	-0,122	-0,609	-0,412
Pde1a	9	-0,059	0,208	-0,267	-0,181	0,376	-0,557	-0,412
Ddx49	9	-5,636	-5,649	0,013	-6,383	-5,546	-0,837	-0,412
Wbscr16	9	-4,207	-4,397	0,19	-5,564	-4,55	-1,014	-0,412
Alb	10	0,221	0,265	-0,044	-0,795	-0,016	-0,779	-0,4115
Atrn	9	-0,378	0,133	-0,511	-0,657	-0,345	-0,312	-0,4115
Zfp524	7	-0,263	-0,17	-0,093	-0,631	0,099	-0,73	-0,4115
Lmf1	8	-0,47	0,04	-0,51	-0,34	-0,027	-0,313	-0,4115
LOC102308570	10	-0,293	0,085	-0,378	-0,818	-0,373	-0,445	-0,4115
Acp1	10	-0,757	-0,649	-0,108	-1,587	-0,872	-0,715	-0,4115
Papss1	9	-0,257	0,186	-0,443	-0,327	0,053	-0,38	-0,4115
Foxg1	7	-2,938	-2,503	-0,435	-3,4	-3,012	-0,388	-0,4115
Ccdc59	9	-2,41	-2,162	-0,248	-3,087	-2,513	-0,574	-0,411
Clic5	10	0,151	0,407	-0,256	-0,106	0,46	-0,566	-0,411
Zc3h12a	9	0,029	0,193	-0,164	-0,146	0,512	-0,658	-0,411
Wdr74	9	-4,331	-4,083	-0,248	-4,74	-4,166	-0,574	-0,411
Gata5	7	-1,61	-1,373	-0,237	-1,325	-0,74	-0,585	-0,411
Tenm2	10	-0,452	-0,32	-0,132	-0,904	-0,214	-0,69	-0,411
Bex4	10	-0,226	0,038	-0,264	-0,624	-0,066	-0,558	-0,411
Thop1	9	-0,89	-0,671	-0,219	-1,642	-1,039	-0,603	-0,411
Usp5	10	-4,799	-4,617	-0,182	-5,495	-4,856	-0,639	-0,4105
Hspa5	9	-5,397	-5,587	0,19	-6,561	-5,55	-1,011	-0,4105
Gpr135	8	0,177	0,635	-0,458	0,292	0,655	-0,363	-0,4105
Ktn1	8	-0,275	-0,283	0,008	-1,053	-0,224	-0,829	-0,4105
Ebi3	8	-0,25	-0,151	-0,099	-0,856	-0,134	-0,722	-0,4105
Dalrd3	10	0,233	0,374	-0,141	-0,371	0,309	-0,68	-0,4105
Zfp507	8	0,45	0,663	-0,213	0,062	0,669	-0,607	-0,41
Eya3	10	-0,252	0,111	-0,363	-0,76	-0,303	-0,457	-0,41
Has1	10	0,025	-0,063	0,088	-0,505	0,403	-0,908	-0,41
Hmga1-rs1	9	-0,853	-0,947	0,094	-1,494	-0,58	-0,914	-0,41
1700029J07Rik	9	-0,056	-0,056	0	-0,793	0,027	-0,82	-0,41
Hist2h2ab	10	-1,115	-0,704	-0,411	-0,785	-0,376	-0,409	-0,41
Hmga1	9	-0,853	-0,947	0,094	-1,494	-0,58	-0,914	-0,41
Nsun5	9	-0,953	-0,793	-0,16	-2,04	-1,38	-0,66	-0,41
Cyp11b2	9	-1,099	-0,914	-0,185	-1,838	-1,203	-0,635	-0,41
Scamp4	9	-0,702	-0,033	-0,669	-0,148	0,003	-0,151	-0,41
Hnrnpc	10	-2,643	-3,14	0,497	-5,067	-3,75	-1,317	-0,41
Wrap53	8	-1,497	-1,265	-0,232	-2,177	-1,59	-0,587	-0,4095
Lhx4	10	-0,264	0,026	-0,29	-1,373	-0,844	-0,529	-0,4095
Cnot7	10	0,113	0,473	-0,36	0,106	0,565	-0,459	-0,4095
Heatr1	10	-6,518	-5,967	-0,551	-6,896	-6,628	-0,268	-0,4095
Aspscr1	9	-0,435	-0,119	-0,316	-0,677	-0,175	-0,502	-0,409
Acox3	8	0,241	0,491	-0,25	-0,339	0,229	-0,568	-0,409
Nr4a1	10	-1,477	-1,106	-0,371	-1,618	-1,171	-0,447	-0,409
Zbtb37	9	0,094	0,364	-0,27	-0,485	0,063	-0,548	-0,409
BC089597	10	-0,029	0,22	-0,249	-0,239	0,33	-0,569	-0,409
Creb3l4	10	-0,355	0,094	-0,449	-0,5	-0,131	-0,369	-0,409
Srfbp1	9	-1,391	-1,21	-0,181	-2,594	-1,957	-0,637	-0,409
Grp	8	-1,117	-0,456	-0,661	-0,992	-0,836	-0,156	-0,4085
Cand2	9	-0,476	-0,179	-0,297	-0,957	-0,437	-0,52	-0,4085
Ip6k3	8	-0,099	-0,2	0,101	-1,117	-0,199	-0,918	-0,4085
Kars	10	-5,259	-4,894	-0,365	-6,078	-5,627	-0,451	-0,408
Vps11	9	-2,448	-2,428	-0,02	-4,065	-3,269	-0,796	-0,408
Ctag2	10	-0,203	0,329	-0,532	0,193	0,477	-0,284	-0,408
Zfp334	9	-0,149	0,07	-0,219	-1,094	-0,497	-0,597	-0,408
Slamf7	9	-0,029	0,029	-0,058	-0,157	0,601	-0,758	-0,408
Hpdl	10	-0,512	-0,515	0,003	-1,196	-0,377	-0,819	-0,408
Zbtb34	8	-0,58	-0,375	-0,205	-0,618	-0,008	-0,61	-0,4075
Mab21l1	8	-1,024	-0,788	-0,236	-1,059	-0,48	-0,579	-0,4075
Ap2m1	10	-3,14	-2,53	-0,61	-3,054	-2,849	-0,205	-0,4075
Ttc21a	9	-0,842	-0,311	-0,531	-0,891	-0,607	-0,284	-0,4075
Il7r	9	0,242	0,389	-0,147	-0,32	0,348	-0,668	-0,4075
Rims3	10	-0,039	0,396	-0,435	0,094	0,474	-0,38	-0,4075
Hhla1	10	-0,21	0,159	-0,369	-0,225	0,221	-0,446	-0,4075
Rrnad1	9	-0,386	-0,41	0,024	-0,908	-0,07	-0,838	-0,407
Zfp593	8	-0,602	-0,596	-0,006	-1,074	-0,266	-0,808	-0,407
Psen1	9	-0,62	-0,442	-0,178	-0,675	-0,039	-0,636	-0,407
Nr2f2	8	-0,035	0,112	-0,147	-0,808	-0,141	-0,667	-0,407
Oog1	9	-1,047	-1,172	0,125	-1,947	-1,008	-0,939	-0,407
Prelp	8	-0,793	-0,518	-0,275	-1,151	-0,612	-0,539	-0,407
Gzmf	10	-0,434	-0,134	-0,3	-0,838	-0,324	-0,514	-0,407
Gli3	7	-2,072	-1,626	-0,446	-1,814	-1,447	-0,367	-0,4065
Npl	10	0,059	0,228	-0,169	-0,719	-0,075	-0,644	-0,4065
2310035C23Rik	10	0,081	0,337	-0,256	-0,512	0,045	-0,557	-0,4065
Srp54b	10	-2,727	-2,146	-0,581	-2,473	-2,241	-0,232	-0,4065
Rsph6a	9	-0,664	-0,853	0,189	-1,574	-0,573	-1,001	-0,406
4933406M09Rik	10	0,317	0,54	-0,223	-0,13	0,459	-0,589	-0,406
Tnk2	8	-0,532	-0,558	0,026	-1,248	-0,41	-0,838	-0,406
Efnb1	10	-0,033	-0,053	0,02	-0,655	0,177	-0,832	-0,406
Serpina1a	10	-0,786	-0,67	-0,116	-1,445	-0,749	-0,696	-0,406
Dchs1	10	-0,413	-0,33	-0,083	-1,087	-0,358	-0,729	-0,406
Cd96	9	-0,106	-0,139	0,033	-0,693	0,152	-0,845	-0,406
Tom1	10	-0,069	0,1	-0,169	-0,316	0,326	-0,642	-0,4055
Serp2	6	0,236	0,53	-0,294	-0,022	0,495	-0,517	-0,4055
Slc29a2	8	-0,589	-0,661	0,072	-1,732	-0,849	-0,883	-0,4055
Myl2	8	0,055	0,157	-0,102	-0,715	-0,006	-0,709	-0,4055
Crabp1	9	-0,313	-0,327	0,014	-0,759	0,066	-0,825	-0,4055
Rapgef2	9	-0,29	-0,102	-0,188	-1,45	-0,827	-0,623	-0,4055
Kif3a	8	-0,258	-0,334	0,076	-1,143	-0,257	-0,886	-0,405
Zfp944	8	-0,626	-0,142	-0,484	-0,789	-0,463	-0,326	-0,405
Aplp2	8	0,239	0,32	-0,081	-0,489	0,24	-0,729	-0,405
F11r	8	-0,615	-0,488	-0,127	-0,873	-0,19	-0,683	-0,405
Mcmbp	10	-3,292	-3,281	-0,011	-4,675	-3,876	-0,799	-0,405
Klf8	10	0,127	0,696	-0,569	0,005	0,245	-0,24	-0,4045
Eps8l1	9	-0,403	-0,254	-0,149	-0,826	-0,166	-0,66	-0,4045
Tymp	10	-0,229	0,005	-0,234	-1,041	-0,466	-0,575	-0,4045
Dppa4	7	0,096	0,217	-0,121	-0,281	0,407	-0,688	-0,4045
Mapk1ip1	10	-0,11	-0,092	-0,018	-0,683	0,107	-0,79	-0,404
Trf	9	-0,386	-0,287	-0,099	-0,788	-0,079	-0,709	-0,404
Gripap1	10	-0,719	-0,206	-0,513	-0,886	-0,591	-0,295	-0,404
Lman1l	10	-0,445	-0,299	-0,146	-0,861	-0,199	-0,662	-0,404
Cldn25	10	-0,417	-0,187	-0,23	-0,635	-0,057	-0,578	-0,404
Clstn3	7	-0,997	-0,301	-0,696	-0,852	-0,74	-0,112	-0,404
Rps7	10	-5,32	-5,473	0,153	-6,175	-5,215	-0,96	-0,4035
Uso1	6	-3,448	-3,417	-0,031	-3,857	-3,081	-0,776	-0,4035
E030030I06Rik	9	-0,558	-0,829	0,271	-1,661	-0,583	-1,078	-0,4035
Hsd17b11	9	0,191	0,212	-0,021	-0,763	0,023	-0,786	-0,4035
Il22ra1	10	0,052	-0,153	0,205	-1,072	-0,06	-1,012	-0,4035
Ift43	10	0,158	0,33	-0,172	-0,259	0,376	-0,635	-0,4035
Prkrir	10	-3,26	-2,166	-1,094	-3,424	-3,711	0,287	-0,4035
Cd33	7	-0,387	-0,027	-0,36	-1,029	-0,582	-0,447	-0,4035
Pnmal2	9	-0,68	-0,616	-0,064	-1,204	-0,462	-0,742	-0,403
Zfp945	9	0,094	0,556	-0,462	0,06	0,404	-0,344	-0,403
Clk2	9	0	-0,103	0,103	-0,683	0,226	-0,909	-0,403
Hist1h4d	10	-4,405	-4,538	0,133	-5,104	-4,165	-0,939	-0,403
Mafa	10	-1,051	-1,08	0,029	-1,89	-1,055	-0,835	-0,403
Psmb9	10	-0,628	-0,464	-0,164	-0,625	0,016	-0,641	-0,4025
Nkap	10	-2,896	-2,819	-0,077	-3,255	-2,527	-0,728	-0,4025
Car1	9	0,182	0,137	0,045	-0,637	0,212	-0,849	-0,402
AI836003	10	-0,667	-0,433	-0,234	-0,754	-0,184	-0,57	-0,402
Rnf144a	9	-0,195	0,209	-0,404	-0,518	-0,118	-0,4	-0,402
Aqp7	10	-0,071	0,249	-0,32	-0,38	0,104	-0,484	-0,402
Wdr60	8	-0,308	-0,482	0,174	-1,442	-0,464	-0,978	-0,402
Rabgef1	10	-2,874	-2,513	-0,361	-3,108	-2,666	-0,442	-0,4015
Lyve1	10	0,357	0,404	-0,047	-0,622	0,134	-0,756	-0,4015
Colgalt2	9	-0,537	-0,512	-0,025	-0,952	-0,174	-0,778	-0,4015
Tslp	10	0,18	0,549	-0,369	-0,122	0,312	-0,434	-0,4015
Azgp1	10	-0,615	-0,925	0,31	-1,77	-0,657	-1,113	-0,4015
Pygl	10	-0,881	-0,536	-0,345	-0,833	-0,375	-0,458	-0,4015
Pparg	9	-0,164	0,16	-0,324	-0,815	-0,336	-0,479	-0,4015
Piezo2	9	-0,587	-0,187	-0,4	-0,937	-0,534	-0,403	-0,4015
Mfsd9	8	0,316	0,611	-0,295	-0,336	0,172	-0,508	-0,4015
Zfp236	9	-2,323	-2,364	0,041	-3,033	-2,189	-0,844	-0,4015
Tpd52	10	-0,359	0,268	-0,627	-0,259	-0,084	-0,175	-0,401
Fcho1	9	-0,504	-0,21	-0,294	-0,59	-0,082	-0,508	-0,401
Emr1	9	-0,066	0,252	-0,318	-0,159	0,325	-0,484	-0,401
Ccdc170	8	0,114	0,19	-0,076	-0,436	0,29	-0,726	-0,401
Col16a1	8	0,119	0,106	0,013	-0,953	-0,138	-0,815	-0,401
Mrpl3	10	-3,202	-3,41	0,208	-4,614	-3,604	-1,01	-0,401
Hnrnpf	10	-2,403	-1,632	-0,771	-3,559	-3,529	-0,03	-0,4005
Wdr46	8	-5,214	-4,953	-0,261	-6,878	-6,338	-0,54	-0,4005
Cr2	8	0,356	0,624	-0,268	-0,01	0,523	-0,533	-0,4005
Ghrhr	8	0,181	0,299	-0,118	-0,234	0,449	-0,683	-0,4005
Map3k5	9	-0,506	-0,397	-0,109	-0,888	-0,196	-0,692	-0,4005
Arid4a	8	-0,265	-0,445	0,18	-1,392	-0,411	-0,981	-0,4005
Tubb4b	10	-2,053	-1,329	-0,724	-2,558	-2,481	-0,077	-0,4005
Tsfm	9	-2,985	-2,633	-0,352	-4,114	-3,665	-0,449	-0,4005
Cops5	10	-3,904	-3,419	-0,485	-3,907	-3,591	-0,316	-0,4005
Kmt2a	8	-1,457	-0,881	-0,576	-1,233	-1,009	-0,224	-0,4
Ptgr2	10	-0,421	-0,056	-0,365	-0,609	-0,174	-0,435	-0,4
Pirb	10	-0,648	-0,448	-0,2	-0,875	-0,275	-0,6	-0,4
Tnfaip8l3	9	0,22	0,307	-0,087	-0,201	0,512	-0,713	-0,4
Tef	10	0,013	-0,108	0,121	-1,205	-0,284	-0,921	-0,4
Tnfrsf1b	10	0,239	0,589	-0,35	-0,031	0,419	-0,45	-0,4
Cd300lb	10	0,322	0,166	0,156	-0,602	0,354	-0,956	-0,4
Surf6	9	-2,081	-1,774	-0,307	-2,421	-1,928	-0,493	-0,4
Prep	10	0,179	0,432	-0,253	0,011	0,557	-0,546	-0,3995
Tal2	10	0,238	0,208	0,03	-0,169	0,66	-0,829	-0,3995
Sirt3	10	-0,018	0,119	-0,137	-0,423	0,239	-0,662	-0,3995
Krt26	10	-0,491	-0,147	-0,344	-0,53	-0,075	-0,455	-0,3995
Fcrlb	8	-0,104	-0,003	-0,101	-0,449	0,249	-0,698	-0,3995
Ccdc38	8	-0,141	0,172	-0,313	-0,507	-0,021	-0,486	-0,3995
Pira1	10	-0,563	-0,441	-0,122	-1,436	-0,759	-0,677	-0,3995
Adam26a	10	-0,314	-0,108	-0,206	-0,741	-0,148	-0,593	-0,3995
Calml4	9	0,244	0,441	-0,197	-0,232	0,37	-0,602	-0,3995
Jak3	10	-1,105	-0,455	-0,65	-1,027	-0,878	-0,149	-0,3995
Mrps18a	9	-3,102	-2,934	-0,168	-3,308	-2,677	-0,631	-0,3995
Adck3	10	-0,132	0,038	-0,17	-0,838	-0,21	-0,628	-0,399
Ercc4	8	-0,712	-0,492	-0,22	-1,397	-0,819	-0,578	-0,399
Psg27	10	-0,799	-0,576	-0,223	-0,911	-0,336	-0,575	-0,399
Decr1	10	0,114	0,61	-0,496	0,114	0,416	-0,302	-0,399
Tnfrsf19	10	-0,079	0,152	-0,231	-0,376	0,191	-0,567	-0,399
Pgd	10	-5,681	-5,449	-0,232	-6,455	-5,89	-0,565	-0,3985
Gm6792	9	-0,163	0,065	-0,228	-0,379	0,19	-0,569	-0,3985
Ss18l1	8	-0,522	-0,328	-0,194	-1,089	-0,486	-0,603	-0,3985
Capn9	10	-0,298	-0,298	0	-1,242	-0,445	-0,797	-0,3985
Dtx2	9	-1,418	-1,146	-0,272	-1,331	-0,806	-0,525	-0,3985
Rpl24	10	-5,539	-5,152	-0,387	-5,205	-4,795	-0,41	-0,3985
Abcg4	8	-0,091	0,331	-0,422	-0,117	0,257	-0,374	-0,398
Lypd1	9	0,132	0,212	-0,08	-0,165	0,551	-0,716	-0,398
Ascl1	9	0,068	-0,18	0,248	-0,89	0,154	-1,044	-0,398
Rpl27a	9	-6,186	-5,769	-0,417	-6,428	-6,049	-0,379	-0,398
Rspo1	10	-0,445	-0,035	-0,41	-0,478	-0,093	-0,385	-0,3975
Scube3	8	-0,926	-0,653	-0,273	-1,199	-0,677	-0,522	-0,3975
Foxd3	10	0,043	0,407	-0,364	-0,17	0,261	-0,431	-0,3975
Emc4	10	-1,59	-1,318	-0,272	-2,323	-1,8	-0,523	-0,3975
Cyp4f16	9	-0,031	-0,09	0,059	-1,434	-0,58	-0,854	-0,3975
Lce1c	9	-1,448	-1,276	-0,172	-1,83	-1,208	-0,622	-0,397
Atp6v0e2	10	-0,266	0,143	-0,409	-0,474	-0,089	-0,385	-0,397
Rnf135	9	-0,059	0,278	-0,337	-0,238	0,219	-0,457	-0,397
Taf1c	10	-4,517	-4,242	-0,275	-5,291	-4,773	-0,518	-0,3965
Eif3i	9	-5,737	-5,696	-0,041	-6,841	-6,089	-0,752	-0,3965
Mst1r	8	-0,764	-0,247	-0,517	-0,518	-0,242	-0,276	-0,3965
Tmprss12	9	-0,162	0,256	-0,418	-0,099	0,276	-0,375	-0,3965
Pwwp2b	8	-0,757	-0,536	-0,221	-1,27	-0,698	-0,572	-0,3965
3110079O15Rik	10	-0,741	-0,461	-0,28	-0,833	-0,32	-0,513	-0,3965
Commd9	10	-0,214	0,165	-0,379	-0,362	0,052	-0,414	-0,3965
3110001I22Rik	9	0,305	0,426	-0,121	-0,186	0,485	-0,671	-0,396
Pnoc	10	0,255	0,227	0,028	-0,356	0,464	-0,82	-0,396
Ccdc154	10	0,053	0,232	-0,179	-0,543	0,07	-0,613	-0,396
Syt5	10	-0,854	-0,782	-0,072	-1,416	-0,696	-0,72	-0,396
Rpl13	9	-4,487	-5,383	0,896	-6,493	-4,806	-1,687	-0,3955
Zfp317	8	0,042	0,164	-0,122	-0,655	0,014	-0,669	-0,3955
Comt	10	0,075	0,296	-0,221	-0,538	0,032	-0,57	-0,3955
Limk2	10	-0,129	0,149	-0,278	-0,49	0,023	-0,513	-0,3955
Myl1	10	-0,042	0,126	-0,168	-0,281	0,342	-0,623	-0,3955
Hdgfrp3	8	-0,08	-0,13	0,05	-0,703	0,138	-0,841	-0,3955
Ucp3	7	-0,783	-0,393	-0,39	-1,405	-1,005	-0,4	-0,395
Wdr20rt	10	-0,362	-0,279	-0,083	-1,27	-0,563	-0,707	-0,395
Zfp280b	7	-0,332	0,042	-0,374	-0,501	-0,085	-0,416	-0,395
Gm13212	10	-2,77	-2,811	0,041	-4,292	-3,461	-0,831	-0,395
Polr2i	10	-3,897	-3,288	-0,609	-4,373	-4,192	-0,181	-0,395
Nrbf2	10	0,022	0,323	-0,301	-0,238	0,251	-0,489	-0,395
Cd101	10	-0,82	-0,336	-0,484	-0,891	-0,585	-0,306	-0,395
Zfp942	7	0,159	0,202	-0,043	-0,391	0,356	-0,747	-0,395
4930564C03Rik	9	0,183	0,167	0,016	-0,576	0,23	-0,806	-0,395
Dmap1	10	-1,819	-1,363	-0,456	-1,946	-1,612	-0,334	-0,395
Shfm1	9	-2,403	-2,113	-0,29	-3,109	-2,61	-0,499	-0,3945
Psmd6	9	-4,363	-4,675	0,312	-4,999	-3,898	-1,101	-0,3945
C1ql4	9	-0,988	-0,684	-0,304	-1,336	-0,851	-0,485	-0,3945
Lrrc26	8	0,114	0,129	-0,015	-0,423	0,351	-0,774	-0,3945
Trip13	10	-0,395	-0,187	-0,208	-1,053	-0,472	-0,581	-0,3945
Rbm39	9	-3,8	-3,155	-0,645	-3,676	-3,533	-0,143	-0,394
Gm10681	9	-0,959	-0,699	-0,26	-1,658	-1,13	-0,528	-0,394
Tas2r138	10	-0,201	0,023	-0,224	-0,505	0,059	-0,564	-0,394
Smpdl3a	10	0,024	0,061	-0,037	-0,859	-0,108	-0,751	-0,394
H2-L	10	-0,398	0,142	-0,54	-0,534	-0,287	-0,247	-0,3935
Lamp1	10	0,031	0,083	-0,052	-0,442	0,293	-0,735	-0,3935
Zc3h7b	7	-0,678	-0,136	-0,542	-0,522	-0,277	-0,245	-0,3935
Cdh8	9	-0,853	-0,918	0,065	-1,834	-0,982	-0,852	-0,3935
Fam13b	7	-0,315	-0,399	0,084	-1,148	-0,277	-0,871	-0,3935
Unkl	9	-0,263	-0,049	-0,214	-1,135	-0,562	-0,573	-0,3935
Gm4944	10	-1,389	-0,991	-0,398	-1,87	-1,482	-0,388	-0,393
Il17c	10	-0,388	-0,196	-0,192	-0,979	-0,385	-0,594	-0,393
4930579F01Rik	10	0,048	0,49	-0,442	0,048	0,392	-0,344	-0,393
Eps8l2	10	-0,289	-0,152	-0,137	-0,881	-0,232	-0,649	-0,393
Thbs3	9	0,113	0,335	-0,222	-0,34	0,224	-0,564	-0,393
Wisp3	9	0,172	0,266	-0,094	-0,338	0,354	-0,692	-0,393
Gstm7	9	-0,52	-0,125	-0,395	-0,944	-0,553	-0,391	-0,393
4833420G17Rik	9	-0,413	-0,338	-0,075	-1,339	-0,628	-0,711	-0,393
Cped1	9	0,104	0,081	0,023	-0,408	0,4	-0,808	-0,3925
BC018242	10	-1,712	-1,631	-0,081	-1,878	-1,174	-0,704	-0,3925
Gm5415	9	-0,627	-0,456	-0,171	-1,121	-0,507	-0,614	-0,3925
Krt85	10	-0,418	-0,204	-0,214	-1,009	-0,438	-0,571	-0,3925
Cdh20	9	0,014	0,273	-0,259	-0,429	0,096	-0,525	-0,392
Cx3cl1	10	-0,109	0,177	-0,286	-0,335	0,163	-0,498	-0,392
Gjb2	10	-0,433	0,003	-0,436	-0,516	-0,168	-0,348	-0,392
Thada	10	-0,122	-0,112	-0,01	-0,797	-0,023	-0,774	-0,392
Acads	8	-0,433	0,297	-0,73	-0,161	-0,107	-0,054	-0,392
Tcf24	9	-0,142	0,099	-0,241	-0,352	0,191	-0,543	-0,392
Emc2	10	-1,195	-0,818	-0,377	-1,531	-1,124	-0,407	-0,392
Bend4	10	-0,821	-0,638	-0,183	-1,287	-0,686	-0,601	-0,392
Zfp296	9	0,284	0,603	-0,319	0,536	1,001	-0,465	-0,392
Cyp26a1	9	-0,168	-0,357	0,189	-1,185	-0,213	-0,972	-0,3915
Serpina9	9	-1,129	-0,777	-0,352	-1,245	-0,814	-0,431	-0,3915
Wipf2	10	-1,301	-1,156	-0,145	-1,542	-0,905	-0,637	-0,391
Dnd1	10	-0,063	-0,073	0,01	-0,936	-0,144	-0,792	-0,391
Pkmyt1	10	-3,167	-3,524	0,357	-4,698	-3,56	-1,138	-0,3905
Rnps1	10	-1,87	-1,653	-0,217	-2,132	-1,568	-0,564	-0,3905
Zfp750	9	-0,433	-0,105	-0,328	-0,292	0,161	-0,453	-0,3905
Gnaq	9	0,202	0,289	-0,087	-0,634	0,059	-0,693	-0,39
Dnm3	10	-0,595	-0,346	-0,249	-0,738	-0,207	-0,531	-0,39
Art1	10	-0,646	-0,332	-0,314	-0,704	-0,238	-0,466	-0,39
