Gene 1	Gene 2	Group 1	Group 2	Source	SynLet q-value	Buffer q-value
BCL2L10	MAPK1	Apop	Mapk	no A549	1	0.803
BCL2L10	WEE1	Apop	Predict	no HT29	1	0.810702479
BCL2L10	AKT1	Apop	AKT	no A375	1	0.81406875
BCL2L10	CHEK1	Apop	Predict	no 786O	1	0.814969613
BCL2L10	MAPK1	Apop	Mapk	no HT29	1	0.861515707
BCL2L10	MCL1	Apop	Apop	no HT29	1	0.861515707
BCL2L10	CHEK1	Apop	Predict	no OVCAR8	1	0.86867374
BCL2L10	MAPK1	Apop	Mapk	All 6	1	0.870174684
BCL2L10	BCL2L2	Apop	Apop	no OVCAR8	1	0.879290237
BCL2L10	MAPK1	Apop	Mapk	no A375	1	0.910521858
BCL2L10	MAPK3	Apop	Mapk	no 786O	1	0.916726619
BCL2L10	AKT1	Apop	AKT	All 6	1	0.926875598
BCL2L10	MAPK1	Apop	Mapk	no OVCAR8	1	0.929185279
BCL2L10	MCL1	Apop	Apop	no A375	1	0.930312169
BCL2L10	CHEK1	Apop	Predict	no A549	1	0.935517327
BCL2L10	BCL2L2	Apop	Apop	no A549	1	0.935517327
BCL2L10	MAPK1	Apop	Mapk	no 786O	1	0.937432243
BCL2L10	MCL1	Apop	Apop	no OVCAR8	1	0.952038095
BCL2L10	AKT1	Apop	AKT	no Meljuso	1	0.964147783
BCL2L10	AKT1	Apop	AKT	no OVCAR8	1	0.9838125
BCL2L10	6T	Apop	Ctrl	All 6	1	1
BCL2L10	BRCA2	Apop	BrPa	no OVCAR8	0.110339623	1
BCL2L10	BRCA2	Apop	BrPa	no 786O	0.245954128	1
BCL2L10	BRCA2	Apop	BrPa	no Meljuso	0.286194444	1
BCL2L10	MAP2K2	Apop	Mapk	no 786O	0.354493671	1
BCL2L10	BRCA2	Apop	BrPa	no A549	0.403348571	1
BCL2L10	MAP2K2	Apop	Mapk	no A375	0.407274074	1
BCL2L10	BCL2	Apop	Apop	no 786O	0.409883041	1
BCL2L10	IMPDH1	Apop	Predict	no A549	0.417677596	1
BCL2L10	BCL2	Apop	Apop	no Meljuso	0.469379121	1
BCL2L10	PARP2	Apop	BrPa	no 786O	0.480418478	1
BCL2L10	MAP2K2	Apop	Mapk	no A549	0.491191781	1
BCL2L10	MAPK3	Apop	Mapk	no A549	0.491191781	1
BCL2L10	EEF2	Apop	Ctrl	All 6	1	1
BCL2L10	HPRT intron	Apop	Ctrl	All 6	1	1
BCL2L10	AKT2	Apop	AKT	All 6	1	1
BCL2L10	BCL2A1	Apop	Apop	All 6	1	1
BCL2L10	WEE1	Apop	Predict	All 6	1	1
BCL2L10	BCL2L1	Apop	Apop	All 6	1	1
BCL2L10	MTOR	Apop	Predict	All 6	1	1
BCL2L10	BRCA2	Apop	BrPa	no A375	0.513454545	1
BCL2L10	PARP2	Apop	BrPa	no A549	0.53039207	1
BCL2L10	CD81	Apop	Ctrl	no 786O	0.541378641	1
BCL2L10	BCL2	Apop	Apop	no OVCAR8	0.556773399	1
BCL2L10	BRCA1	Apop	BrPa	no A549	0.56087234	1
BCL2L10	BRCA1	Apop	BrPa	no OVCAR8	0.56192891	1
BCL2L10	BRCA1	Apop	BrPa	no 786O	0.594757085	1
BCL2L10	UBB	Apop	Red	no 786O	0.594757085	1
BCL2L10	CHEK2	Apop	Predict	no 786O	0.5999	1
BCL2L10	CHEK2	Apop	Predict	no OVCAR8	0.60189083	1
BCL2L10	CD81	Apop	Ctrl	no OVCAR8	0.605201717	1
BCL2L10	CHEK2	Apop	Predict	no A549	0.605836502	1
BCL2L10	WEE1	Apop	Predict	no A549	0.605836502	1
BCL2L10	CD81	Apop	Ctrl	no A549	0.615091912	1
BCL2L10	BRCA2	Apop	BrPa	no HT29	0.621179372	1
BCL2L10	HSP90AA1	Apop	Predict	no 786O	0.622598513	1
BCL2L10	HSP90AA1	Apop	Predict	no OVCAR8	0.633620833	1
BCL2L10	UBB	Apop	Red	no OVCAR8	0.687652174	1
BCL2L10	MAP2K1	Apop	Mapk	no HT29	0.69234375	1
BCL2L10	MAP2K1	Apop	Mapk	no A375	0.693524793	1
BCL2L10	BRCA1	Apop	BrPa	no Meljuso	0.695328302	1
BCL2L10	MAP2K2	Apop	Mapk	no Meljuso	0.695631579	1
BCL2L10	MAP2K2	Apop	Mapk	no OVCAR8	0.701201493	1
BCL2L10	MCL1	Apop	Apop	no 786O	0.71203268	1
BCL2L10	CD81	Apop	Ctrl	no Meljuso	0.717765957	1
BCL2L10	MAPK3	Apop	Mapk	no Meljuso	0.717765957	1
BCL2L10	BCL2	Apop	Apop	no HT29	0.719286232	1
BCL2L10	HSP90AA1	Apop	Predict	no A549	0.723214744	1
BCL2L10	BCL2	Apop	Apop	no A375	0.73621673	1
BCL2L10	MAP2K2	Apop	Mapk	no HT29	0.74336014	1
BCL2L10	CD81	Apop	Ctrl	no A375	0.755144366	1
BCL2L10	MTOR	Apop	Predict	no A375	0.759027972	1
BCL2L10	HSP90AA1	Apop	Predict	no HT29	0.760039604	1
BCL2L10	MCL1	Apop	Apop	no A549	0.772345238	1
BCL2L10	MCL1	Apop	Apop	no Meljuso	0.774758842	1
BCL2L10	AKT3	Apop	AKT	no A549	0.782865889	1
BCL2L10	UBB	Apop	Red	no A549	0.782948571	1
BCL2L10	CHEK2	Apop	Predict	no A375	0.789154098	1
BCL2L10	CHEK2	Apop	Predict	no Meljuso	0.812151057	1
BCL2L10	MAPK3	Apop	Mapk	no OVCAR8	0.819089783	1
BCL2L10	BCL2L1	Apop	Apop	no HT29	0.824272171	1
BCL2L10	BRCA1	Apop	BrPa	no A375	0.830434084	1
BCL2L10	BCL2A1	Apop	Apop	no A549	0.837872629	1
BCL2L10	UBB	Apop	Red	no Meljuso	0.847615385	1
BCL2L10	IMPDH1	Apop	Predict	no Meljuso	0.854063953	1
BCL2L10	BCL2L2	Apop	Apop	All 6	1	0.664895973
BCL2L10	HSP90AA1	Apop	Predict	no A375	0.860212465	1
BCL2L10	MTOR	Apop	Predict	no HT29	0.866816092	1
BCL2L10	MAPK3	Apop	Mapk	no HT29	0.881365922	1
BCL2L10	UBB	Apop	Red	no A375	0.886769231	1
BCL2L10	IMPDH1	Apop	Predict	no OVCAR8	0.896322314	1
BCL2L10	MAP2K1	Apop	Mapk	All 6	0.885808399	1
BCL2L10	PARP2	Apop	BrPa	no Meljuso	0.899562674	1
BCL2L10	IMPDH1	Apop	Predict	no 786O	0.901980226	1
BCL2L10	MAP2K1	Apop	Mapk	no A549	0.905760417	1
BCL2L10	AKT3	Apop	AKT	All 6	0.876605405	1
BCL2L10	BCL2	Apop	Apop	no A549	0.90687013	1
BCL2L10	AKT3	Apop	AKT	no A375	0.9181075	1
BCL2L10	PARP2	Apop	BrPa	no A375	0.9181075	1
BCL2L10	AKT3	Apop	AKT	no Meljuso	0.918914948	1
BCL2L10	MTOR	Apop	Predict	no 786O	0.922038889	1
BCL2L10	CD81	Apop	Ctrl	no HT29	0.925165354	1
BCL2L10	AKT2	Apop	AKT	no Meljuso	0.935129676	1
BCL2L10	WEE1	Apop	Predict	no Meljuso	0.935129676	1
BCL2L10	AKT3	Apop	AKT	no HT29	0.938444162	1
BCL2L10	AKT3	Apop	AKT	no OVCAR8	0.940597368	1
BCL2L10	IMPDH1	Apop	Predict	All 6	0.812851955	1
BCL2L10	MAP2K1	Apop	Mapk	no Meljuso	0.966095923	1
BCL2L10	BCL2L1	Apop	Apop	no OVCAR8	0.972418605	1
BCL2L10	HPRT intron	Apop	Ctrl	no 786O	1	1
BCL2L10	EEF2	Apop	Ctrl	no 786O	1	1
BCL2L10	WEE1	Apop	Predict	no 786O	1	1
BCL2L10	MAPK3	Apop	Mapk	All 6	0.755310241	1
BCL2L10	AKT2	Apop	AKT	no 786O	1	1
BCL2L10	BCL2L1	Apop	Apop	no 786O	1	1
BCL2L10	BCL2A1	Apop	Apop	no 786O	1	1
BCL2L10	AKT3	Apop	AKT	no 786O	1	1
BCL2L10	AKT1	Apop	AKT	no 786O	1	1
BCL2L10	MAP2K1	Apop	Mapk	no 786O	1	1
BCL2L10	HSP90AA1	Apop	Predict	All 6	0.728852201	1
BCL2L10	PARP2	Apop	BrPa	All 6	0.728852201	1
BCL2L10	6T	Apop	Ctrl	no 786O	1	1
BCL2L10	UBB	Apop	Red	All 6	0.715587662	1
BCL2L10	CHEK2	Apop	Predict	All 6	0.699393939	1
BCL2L10	EEF2	Apop	Ctrl	no A375	1	1
BCL2L10	BCL2A1	Apop	Apop	no A375	1	1
BCL2L10	AKT2	Apop	AKT	no A375	1	1
BCL2L10	BRCA1	Apop	BrPa	All 6	0.671596491	1
BCL2L10	HPRT intron	Apop	Ctrl	no A375	1	1
BCL2L10	BCL2L1	Apop	Apop	no A375	1	1
BCL2L10	WEE1	Apop	Predict	no A375	1	1
BCL2L10	6T	Apop	Ctrl	no A375	1	1
BCL2L10	IMPDH1	Apop	Predict	no A375	1	1
BCL2L10	MAPK3	Apop	Mapk	no A375	1	1
BCL2L10	CD81	Apop	Ctrl	All 6	0.635434307	1
BCL2L10	HPRT intron	Apop	Ctrl	no A549	1	1
BCL2L10	MTOR	Apop	Predict	no A549	1	1
BCL2L10	AKT2	Apop	AKT	no A549	1	1
BCL2L10	EEF2	Apop	Ctrl	no A549	1	1
BCL2L10	BCL2L1	Apop	Apop	no A549	1	1
BCL2L10	AKT1	Apop	AKT	no A549	1	1
BCL2L10	6T	Apop	Ctrl	no A549	1	1
BCL2L10	BCL2	Apop	Apop	All 6	0.517951542	1
BCL2L10	MAP2K2	Apop	Mapk	All 6	0.502869565	1
BCL2L10	HPRT intron	Apop	Ctrl	no HT29	1	1
BCL2L10	BCL2A1	Apop	Apop	no HT29	1	1
BCL2L10	EEF2	Apop	Ctrl	no HT29	1	1
BCL2L10	AKT2	Apop	AKT	no HT29	1	1
BCL2L10	BRCA1	Apop	BrPa	no HT29	1	1
BCL2L10	CHEK2	Apop	Predict	no HT29	1	1
BCL2L10	6T	Apop	Ctrl	no HT29	1	1
BCL2L10	IMPDH1	Apop	Predict	no HT29	1	1
BCL2L10	PARP2	Apop	BrPa	no HT29	1	1
BCL2L10	UBB	Apop	Red	no HT29	1	1
BCL2L10	EEF2	Apop	Ctrl	no Meljuso	1	1
BCL2L10	HPRT intron	Apop	Ctrl	no Meljuso	1	1
BCL2L10	CHEK1	Apop	Predict	no Meljuso	1	1
BCL2L10	MAPK1	Apop	Mapk	no Meljuso	1	1
BCL2L10	MTOR	Apop	Predict	no Meljuso	1	1
BCL2L10	BCL2L1	Apop	Apop	no Meljuso	1	1
BCL2L10	BCL2A1	Apop	Apop	no Meljuso	1	1
BCL2L10	HSP90AA1	Apop	Predict	no Meljuso	1	1
BCL2L10	BRCA2	Apop	BrPa	All 6	0.263231405	1
BCL2L10	6T	Apop	Ctrl	no Meljuso	1	1
BCL2L10	EEF2	Apop	Ctrl	no OVCAR8	1	1
BCL2L10	UBC	Apop	Red	no OVCAR8	1	1
BCL2L10	HPRT intron	Apop	Ctrl	no OVCAR8	1	1
BCL2L10	AKT2	Apop	AKT	no OVCAR8	1	1
BCL2L10	BCL2A1	Apop	Apop	no OVCAR8	1	1
BCL2L10	MAP2K1	Apop	Mapk	no OVCAR8	1	1
BCL2L10	WEE1	Apop	Predict	no OVCAR8	1	1
BCL2L10	MTOR	Apop	Predict	no OVCAR8	1	1
BCL2L10	PARP2	Apop	BrPa	no OVCAR8	1	1
BCL2L10	6T	Apop	Ctrl	no OVCAR8	1	1
BCL2A1	MCL1	Apop	Apop	A549	1	0.741365041
BCL2A1	BCL2L10	Apop	Apop	A549	1	0.783395672
BCL2A1	BCL2L2	Apop	Apop	A375	1	0.821840815
BCL2L10	6T	Apop	Ctrl	HT29	1	0.340518089
BCL2L10	UBC	Apop	Red	OVCAR8	1	0.355727513
BCL2L10	CHEK1	Apop	Predict	Meljuso	1	0.361151888
BCL2L10	PARP1	Apop	BrPa	A375	1	0.399096013
BCL2L10	WEE1	Apop	Predict	A549	1	0.429606429
BCL2L10	AKT2	Apop	AKT	Meljuso	1	0.468835962
BCL2L10	HPRT intron	Apop	Ctrl	A375	1	0.469347914
BCL2L10	PARP1	Apop	BrPa	OVCAR8	1	0.557533736
BCL2L10	EEF2	Apop	Ctrl	A549	0.877467949	0.578520408
BCL2L10	PARP1	Apop	BrPa	HT29	1	0.608528768
BCL2A1	MCL1	Apop	Apop	OVCAR8	1	0.843267869
BCL2A1	BCL2L2	Apop	Apop	OVCAR8	1	0.900314364
BCL2L10	BRCA2	Apop	BrPa	OVCAR8	1	0.637756029
BCL2L10	EEF2	Apop	Ctrl	HT29	0.953909091	0.648840164
BCL2A1	MCL1	Apop	Apop	HT29	1	0.95296267
BCL2L10	MTOR	Apop	Predict	A375	0.981294554	0.67090407
BCL2L1	BCL2L1	Apop	Apop	786O	1	0.0001
BCL2L10	MAPK3	Apop	Mapk	A549	1	0.674262092
BCL2L10	PARP2	Apop	BrPa	786O	1	0.686131078
BCL2L10	UBC	Apop	Red	A375	0.930721014	0.690661905
BCL2L10	MAPK1	Apop	Mapk	A375	0.993599078	0.690661905
BCL2L10	MAPK1	Apop	Mapk	Meljuso	1	0.705346806
BCL2L10	IMPDH1	Apop	Predict	A549	1	0.743535094
BCL2L10	MAPK1	Apop	Mapk	HT29	0.871153315	0.755822581
BCL2L10	MAP2K1	Apop	Mapk	A375	0.905205696	0.75847205
BCL2L10	UBB	Apop	Red	786O	1	0.766608206
BCL2L1	BCL2L1	Apop	Apop	A375	1	0.0001
BCL2L10	PARP1	Apop	BrPa	Meljuso	1	0.770837928
BCL2L10	AKT1	Apop	AKT	A549	1	0.779234927
BCL2L10	BCL2A1	Apop	Apop	A549	1	0.783395672
BCL2L10	CHEK1	Apop	Predict	A375	0.922721893	0.78719697
BCL2L10	MAP2K1	Apop	Mapk	HT29	0.902925743	0.787923507
BCL2L10	CHEK1	Apop	Predict	A549	1	0.795148116
BCL2L10	HPRT intron	Apop	Ctrl	Meljuso	0.985311111	0.811770548
BCL2L10	UBC	Apop	Red	Meljuso	1	0.812090711
BCL2L10	AKT3	Apop	AKT	A375	0.883660173	0.817443648
BCL2L10	PARP2	Apop	BrPa	A549	1	0.835278056
BCL2L10	BCL2L1	Apop	Apop	HT29	0.979438333	0.8383375
BCL2L10	MAP2K2	Apop	Mapk	A375	0.905205696	0.839561303
BCL2L10	BCL2A1	Apop	Apop	Meljuso	0.98942161	0.840543602
BCL2L10	AKT2	Apop	AKT	A549	0.999571839	0.8430125
BCL2L10	WEE1	Apop	Predict	Meljuso	1	0.851684506
BCL2L10	MAPK3	Apop	Mapk	Meljuso	1	0.858374757
BCL2L10	BCL2	Apop	Apop	Meljuso	1	0.876133015
BCL2L10	6T	Apop	Ctrl	Meljuso	1	0.876819346
BCL2L10	PARP1	Apop	BrPa	786O	1	0.878864481
BCL2L10	MTOR	Apop	Predict	HT29	0.8654125	0.884488402
BCL2L10	UBB	Apop	Red	A549	0.670770833	0.887004065
BCL2L10	IMPDH1	Apop	Predict	Meljuso	1	0.888243471
BCL2L10	AKT1	Apop	AKT	Meljuso	1	0.892175815
BCL2L10	HSP90AA1	Apop	Predict	OVCAR8	1	0.895907755
BCL2L10	MTOR	Apop	Predict	786O	1	0.900805033
BCL2L10	BCL2L1	Apop	Apop	Meljuso	1	0.901601057
BCL2L10	HPRT intron	Apop	Ctrl	HT29	0.906042576	0.904074324
BCL2L10	CHEK2	Apop	Predict	OVCAR8	1	0.907391759
BCL2L10	BRCA1	Apop	BrPa	OVCAR8	1	0.920191833
BCL2L10	AKT2	Apop	AKT	HT29	0.844552239	0.923644958
BCL2L10	EEF2	Apop	Ctrl	786O	0.961114553	0.924812471
BCL2L10	BCL2	Apop	Apop	786O	1	0.925595836
BCL2L10	MAPK1	Apop	Mapk	OVCAR8	1	0.925897762
BCL2L10	BRCA1	Apop	BrPa	786O	1	0.926732688
BCL2L10	MAPK1	Apop	Mapk	786O	1	0.927581248
BCL2L10	UBC	Apop	Red	A549	1	0.932345143
BCL2L10	BRCA2	Apop	BrPa	Meljuso	0.981921875	0.932350144
BCL2L10	AKT3	Apop	AKT	OVCAR8	0.986317308	0.936677662
BCL2L10	CHEK1	Apop	Predict	OVCAR8	1	0.939051446
BCL2L10	WEE1	Apop	Predict	OVCAR8	1	0.939288025
BCL2L10	AKT1	Apop	AKT	OVCAR8	1	0.940443066
BCL2L10	6T	Apop	Ctrl	OVCAR8	0.976266667	0.940727376
BCL2L10	UBB	Apop	Red	OVCAR8	1	0.94206658
BCL2L10	AKT3	Apop	AKT	A549	0.974554462	0.943039474
BCL2L10	CHEK2	Apop	Predict	786O	1	0.94310231
BCL2L10	MTOR	Apop	Predict	OVCAR8	1	0.943441073
BCL2L10	AKT1	Apop	AKT	786O	1	0.945087722
BCL2L10	UBC	Apop	Red	HT29	0.914598022	0.946706478
BCL2L10	CD81	Apop	Ctrl	786O	1	0.947354445
BCL2L10	HSP90AA1	Apop	Predict	786O	1	0.947354445
BCL2L10	CHEK2	Apop	Predict	A549	0.963844298	0.950783762
BCL2L10	MAP2K2	Apop	Mapk	786O	0.961114553	0.954038439
BCL2L10	BCL2L1	Apop	Apop	OVCAR8	0.986317308	0.955537275
BCL2L10	CHEK1	Apop	Predict	786O	1	0.956757456
BCL2L1	BCL2L1	Apop	Apop	Meljuso	1	0.0001
BCL2L10	MAPK3	Apop	Mapk	OVCAR8	0.960334694	0.959586988
BCL2L10	CHEK1	Apop	Predict	HT29	0.849650735	0.967066787
BCL2L10	BRCA1	Apop	BrPa	A549	0.96432906	0.969190299
BCL2L10	6T	Apop	Ctrl	786O	0.874914402	0.971544913
BCL2L10	CD81	Apop	Ctrl	OVCAR8	0.976266667	0.974608724
BCL2L1	BCL2L1	Apop	Apop	OVCAR8	1	0.0001
BCL2L10	UBC	Apop	Red	786O	0.980870053	0.975797047
BCL2L10	HSP90AA1	Apop	Predict	A549	0.96432906	0.9765
BCL2L1	BCL2L1	Apop	Apop	A549	1	0.000833333
BCL2L10	EEF2	Apop	Ctrl	A375	0.977088568	0.978290302
BCL2L10	AKT2	Apop	AKT	786O	0.961114553	0.979458216
BCL2L10	BCL2A1	Apop	Apop	786O	0.961114553	0.979458216
BCL2L10	EEF2	Apop	Ctrl	OVCAR8	0.960334694	0.979464458
BCL2L10	BCL2A1	Apop	Apop	OVCAR8	0.960334694	0.979701037
BCL2L10	HPRT intron	Apop	Ctrl	OVCAR8	0.976266667	0.981156036
BCL2L10	6T	Apop	Ctrl	A549	0.709967857	0.981561381
BCL2L10	AKT3	Apop	AKT	786O	0.839541667	0.990204284
BCL2L10	PARP1	Apop	BrPa	A549	0.911703358	0.990605422
BCL2L10	HPRT intron	Apop	Ctrl	A549	0.980892715	0.99325358
BCL2L10	PARP2	Apop	BrPa	OVCAR8	0.814388283	0.995950287
BCL2L10	BCL2	Apop	Apop	OVCAR8	0.948208971	0.995950287
BCL2L10	IMPDH1	Apop	Predict	OVCAR8	0.962583974	0.995950287
BCL2L10	AKT3	Apop	AKT	Meljuso	0.97884322	0.998221369
BCL2L10	MAPK3	Apop	Mapk	786O	0.530944956	0.999987515
BCL2L10	MAP2K1	Apop	Mapk	786O	0.686799716	0.999987515
BCL2L10	BCL2L1	Apop	Apop	786O	0.720434846	0.999987515
BCL2L10	HPRT intron	Apop	Ctrl	786O	0.791464571	0.999987515
BCL2L10	BRCA2	Apop	BrPa	786O	0.80065622	0.999987515
BCL2L10	WEE1	Apop	Predict	786O	0.853507236	0.999987515
BCL2L1	BCL2L1	Apop	Apop	HT29	1	0.23932
BCL2L10	IMPDH1	Apop	Predict	786O	0.93925122	0.999987515
BCL2L10	BRCA2	Apop	BrPa	HT29	0.28497901	1
BCL2L10	BRCA1	Apop	BrPa	HT29	0.325047601	1
BCL2L10	HSP90AA1	Apop	Predict	Meljuso	0.35175877	1
BCL2L10	EEF2	Apop	Ctrl	Meljuso	0.367813461	1
BCL2L1	BCL2L10	Apop	Apop	Meljuso	1	0.901601057
BCL2L10	BCL2	Apop	Apop	A549	0.398316595	1
BCL2L10	WEE1	Apop	Predict	HT29	0.415024225	1
BCL2L10	IMPDH1	Apop	Predict	A375	0.423945115	1
BCL2L10	CHEK2	Apop	Predict	HT29	0.42966342	1
BCL2L10	BRCA2	Apop	BrPa	A375	0.468885723	1
BCL2L10	BCL2A1	Apop	Apop	A375	0.474577544	1
BCL2L10	BRCA2	Apop	BrPa	A549	0.500969905	1
BCL2L10	MTOR	Apop	Predict	Meljuso	0.537074575	1
BCL2L10	MAP2K2	Apop	Mapk	Meljuso	0.562377045	1
BCL2L10	BCL2L10	Apop	Apop	HT29	1	0.001
BCL2L10	MAP2K2	Apop	Mapk	HT29	0.578451068	1
BCL2L10	PARP2	Apop	BrPa	HT29	0.587427885	1
BCL2L10	CHEK2	Apop	Predict	A375	0.5923738	1
BCL2L10	BRCA1	Apop	BrPa	A375	0.611377993	1
BCL2L10	MAP2K1	Apop	Mapk	OVCAR8	0.613763378	1
BCL2L10	BCL2	Apop	Apop	A375	0.614065089	1
BCL2L10	6T	Apop	Ctrl	A375	0.614474623	1
BCL2L10	MTOR	Apop	Predict	A549	0.653615297	1
BCL2L10	MAPK1	Apop	Mapk	A549	0.660589672	1
BCL2L10	BCL2L10	Apop	Apop	A549	1	0.201219298
BCL2L10	CD81	Apop	Ctrl	HT29	0.679019371	1
BCL2L10	PARP2	Apop	BrPa	A375	0.682400116	1
BCL2L10	UBB	Apop	Red	HT29	0.699616094	1
BCL2L10	AKT2	Apop	AKT	A375	0.702720583	1
BCL2L10	MAPK3	Apop	Mapk	A375	0.70614943	1
BCL2L10	UBB	Apop	Red	Meljuso	0.709415023	1
BCL2L10	HSP90AA1	Apop	Predict	A375	0.712238241	1
BCL2L10	BCL2L1	Apop	Apop	A375	0.713471771	1
BCL2L10	UBB	Apop	Red	A375	0.715261662	1
BCL2L10	AKT1	Apop	AKT	A375	0.738140303	1
BCL2L10	CHEK2	Apop	Predict	Meljuso	0.759145044	1
BCL2L10	IMPDH1	Apop	Predict	HT29	0.759569639	1
BCL2L10	BRCA1	Apop	BrPa	Meljuso	0.76065233	1
BCL2L10	AKT2	Apop	AKT	OVCAR8	0.764040163	1
BCL2L10	BCL2L2	Apop	Apop	A549	1	0.287924404
BCL2L10	WEE1	Apop	Predict	A375	0.783122926	1
BCL2L10	AKT1	Apop	AKT	HT29	0.804899932	1
BCL2L10	BCL2A1	Apop	Apop	HT29	0.804977097	1
BCL2L10	MAP2K2	Apop	Mapk	OVCAR8	0.829998152	1
BCL2L10	CD81	Apop	Ctrl	A375	0.836557548	1
BCL2L10	BCL2	Apop	Apop	HT29	0.844012648	1
BCL2L10	MAP2K2	Apop	Mapk	A549	0.847614615	1
BCL2L10	PARP2	Apop	BrPa	Meljuso	0.847725811	1
BCL2L10	AKT3	Apop	AKT	HT29	0.85882039	1
BCL2L10	CD81	Apop	Ctrl	A549	0.863742186	1
BCL2L10	BCL2L10	Apop	Apop	OVCAR8	1	0.627759804
BCL2L10	MAP2K1	Apop	Mapk	Meljuso	0.871474575	1
BCL2L10	BCL2L1	Apop	Apop	A549	0.87267698	1
BCL2L10	HSP90AA1	Apop	Predict	HT29	0.881672364	1
BCL2L10	CD81	Apop	Ctrl	Meljuso	0.898090074	1
BCL2L10	MAPK3	Apop	Mapk	HT29	0.898426723	1
BCL2L10	BCL2L2	Apop	Apop	A375	1	0.628603465
BCL2L10	MAP2K1	Apop	Mapk	A549	0.950059298	1
BCL2L2	BCL2L2	Apop	Apop	no 786O	1	0.0001
BCL2L2	BCL2L2	Apop	Apop	no A375	1	0.0001
BCL2L2	BCL2L2	Apop	Apop	no A549	1	0.0001
BCL2L2	BCL2L2	Apop	Apop	no HT29	1	0.0001
BCL2L2	BCL2L2	Apop	Apop	no Meljuso	1	0.0001
BCL2L2	BCL2L2	Apop	Apop	no OVCAR8	1	0.0001
BCL2L2	BCL2L2	Apop	Apop	All 6	1	0.0001
BCL2L2	AKT1	Apop	AKT	no 786O	1	0.084741935
BCL2L2	MAP2K2	Apop	Mapk	no Meljuso	1	0.095955224
BCL2L2	MAP2K2	Apop	Mapk	no OVCAR8	1	0.103903226
BCL2L2	BCL2A1	Apop	Apop	no HT29	1	0.142827586
BCL2L2	MAP2K2	Apop	Mapk	All 6	1	0.156768421
BCL2L2	AKT1	Apop	AKT	no HT29	1	0.163268041
BCL2L2	MAP2K2	Apop	Mapk	no HT29	1	0.170255102
BCL2L2	MAP2K1	Apop	Mapk	no 786O	1	0.203838095
BCL2L2	AKT1	Apop	AKT	All 6	1	0.212396396
BCL2L2	AKT1	Apop	AKT	no A549	1	0.217128713
BCL2L2	MAP2K1	Apop	Mapk	All 6	1	0.247363636
BCL2L2	MAP2K1	Apop	Mapk	no A375	1	0.252317647
BCL2L2	MAP2K2	Apop	Mapk	no 786O	1	0.261433824
BCL2L2	MAP2K1	Apop	Mapk	no Meljuso	1	0.282842975
BCL2L2	MAP2K1	Apop	Mapk	no HT29	1	0.29308871
BCL2L2	BCL2A1	Apop	Apop	All 6	1	0.303593548
BCL2L2	MAP2K2	Apop	Mapk	no A375	1	0.321243243
BCL2L2	BCL2A1	Apop	Apop	no OVCAR8	1	0.365575163
BCL2L2	MAP2K1	Apop	Mapk	no OVCAR8	1	0.387835443
BCL2L2	WEE1	Apop	Predict	no A549	1	0.412032609
BCL2L2	WEE1	Apop	Predict	no 786O	1	0.412446809
BCL2L2	WEE1	Apop	Predict	no Meljuso	1	0.41488535
BCL2L2	AKT1	Apop	AKT	no OVCAR8	1	0.416690476
BCL2L2	AKT1	Apop	AKT	no Meljuso	1	0.432411043
BCL2L2	BCL2A1	Apop	Apop	no A375	1	0.435919463
BCL2L2	BCL2A1	Apop	Apop	no Meljuso	1	0.446039773
BCL2L2	WEE1	Apop	Predict	All 6	1	0.447227979
BCL2L2	AKT3	Apop	AKT	no HT29	1	0.459785714
BCL2L2	BCL2L10	Apop	Apop	no HT29	1	0.459785714
BCL2L2	PARP1	Apop	BrPa	no HT29	1	0.459785714
BCL2L2	BCL2A1	Apop	Apop	no A549	1	0.463429952
BCL2L2	PARP1	Apop	BrPa	no A549	1	0.463429952
BCL2L2	BRCA1	Apop	BrPa	no HT29	1	0.473078818
BCL2L2	CHEK1	Apop	Predict	no 786O	1	0.492969432
BCL2L2	PARP1	Apop	BrPa	no 786O	1	0.49963786
BCL2L2	AKT1	Apop	AKT	no A375	1	0.500094972
BCL2L2	PARP1	Apop	BrPa	All 6	1	0.517004525
BCL2L2	AKT3	Apop	AKT	no OVCAR8	1	0.527181818
BCL2L2	WEE1	Apop	Predict	no OVCAR8	1	0.541347222
BCL2L2	CHEK2	Apop	Predict	no HT29	1	0.541408333
BCL2L2	WEE1	Apop	Predict	no HT29	1	0.554595918
BCL2L2	HPRT intron	Apop	Ctrl	no 786O	1	0.556525735
BCL2L2	BCL2A1	Apop	Apop	no 786O	1	0.556525735
BCL2L2	CHEK2	Apop	Predict	no 786O	1	0.562823105
BCL2L2	CHEK1	Apop	Predict	no OVCAR8	1	0.56580083
BCL2L2	HPRT intron	Apop	Ctrl	no OVCAR8	1	0.56580083
BCL2L2	BCL2L10	Apop	Apop	no 786O	1	0.574185053
BCL2L2	PARP1	Apop	BrPa	no OVCAR8	1	0.578980315
BCL2L2	MAPK1	Apop	Mapk	no A375	1	0.579490385
BCL2L2	AKT3	Apop	AKT	no 786O	1	0.582596552
BCL2L2	HPRT intron	Apop	Ctrl	All 6	1	0.589192913
BCL2L2	MAPK3	Apop	Mapk	no 786O	1	0.589632302
BCL2L2	MAP2K2	Apop	Mapk	no A549	1	0.605873518
BCL2L2	PARP1	Apop	BrPa	no A375	1	0.627519313
