Gene_Pair	GeneA y Phenotype	GeneB y Phenotype	"GeneAB Observed y Phenotype"	GeneAB RawGI	GeneAB NormGI	GeneAB GIT score	GeneAB GIM score	"Correlation of GI profiles (GIT score)"	"Correlation of GI profiles (GIM score)"	q-values based on GIM score
GHSR__MAP3K3	-0,283	-1,218	-1,894	-0,120	-0,225	-1,119	-0,784	0,027	-0,034	0,271581867
KDM1A__PFKFB1	-9,378	-0,008	-10,629	-0,272	-0,274	-1,119	-0,753	0,047	0,046	0,279856844
CDK12__HCRTR1	-5,192	-3,307	-8,279	-0,236	-0,257	-1,118	-0,765	0,088	0,063	0,276710284
CA9__CIT	-2,644	-4,565	-6,902	-0,180	-0,230	-1,118	-1,408	0,034	0,034	0,162418087
CASK__HMGA1	-0,481	-5,600	-6,588	-0,178	-0,230	-1,117	-0,632	0,057	0,042	0,306297738
MMP14__TST	-0,159	-0,442	-0,862	-0,144	-0,263	-1,117	-1,208	0,009	0,028	0,191456437
CLK3__NPR1	-0,453	-1,211	-1,949	-0,192	-0,330	-1,117	-0,564	0,055	0,091	0,319640211
CARM1__SSTR5	-3,923	-1,555	-5,701	-0,244	-0,255	-1,117	-1,921	0,026	-0,015	0,101238604
CAMK2A__MMP14	-0,737	-0,159	-1,115	-0,110	-0,203	-1,117	-0,775	0,049	0,007	0,274244593
AKT1__CARM1	-1,614	-3,923	-5,733	-0,194	-0,244	-1,116	-0,626	0,056	0,054	0,307629211
AGPAT1__DMPK	-2,019	-1,362	-3,477	-0,144	-0,251	-1,116	-1,076	0,043	-0,035	0,214561769
GPX1__XPO1	-1,005	-11,396	-12,850	-0,460	-0,399	-1,116	-1,485	0,066	0,049	0,152895936
GRIK5__PRKAR1A	-0,078	-0,754	-0,680	-0,117	-0,224	-1,116	-0,791	0,074	0,144	0,270100863
CAMK2G__PTGER1	-1,296	-0,443	-2,152	-0,138	-0,232	-1,116	-0,904	0,014	0,012	0,246819029
PRKCZ__SPHK2	-1,211	-0,950	-2,617	-0,214	-0,344	-1,116	-0,995	0,028	0,051	0,23113285
PIK3CD__PRKDC	-1,372	-3,525	-5,340	-0,226	-0,325	-1,116	-0,706	0,064	0,023	0,289621815
PIK3CG__PKLR	-1,010	-1,080	-2,114	-0,132	-0,222	-1,115	-0,476	0,078	0,071	0,339649864
PFKFB1__PIK3CG	-0,008	-1,010	-1,095	-0,134	-0,272	-1,115	-1,034	0,050	0,054	0,223459397
CDK2__TK1	-4,432	-1,890	-6,475	-0,430	-0,570	-1,115	-0,963	0,089	0,058	0,235776013
EPHB4__MAP3K4	-0,079	-1,918	-2,279	-0,116	-0,221	-1,115	-1,661	0,011	0,007	0,128472804
CYP11B2__RPS6KA4	-0,595	-1,116	-1,797	-0,163	-0,265	-1,115	-0,996	-0,045	0,012	0,231025251
IGF1R__PTGER1	-4,583	-0,443	-5,408	-0,185	-0,278	-1,114	-0,949	0,102	0,089	0,238713364
MAP3K10__PRKAR1A	-1,090	-0,754	-2,191	-0,117	-0,208	-1,114	-0,688	0,116	0,173	0,293356672
MMP25__RPS6KA4	-0,437	-1,116	-1,816	-0,127	-0,235	-1,114	-0,861	0,205	0,227	0,255155308
HMGCR__PIK3R2	-4,338	-1,287	-5,818	-0,178	-0,277	-1,114	-1,445	0,045	0,050	0,159379181
AOC1__MAP2K7	-0,898	-0,638	-1,485	-0,118	-0,203	-1,114	-0,526	0,246	0,165	0,328276291
MAPK3__PIK3CD	-1,014	-1,372	-2,899	-0,187	-0,329	-1,114	-0,920	0,055	0,019	0,244119076
CAMK2G__PTP4A3	-1,296	-0,976	-2,364	-0,134	-0,219	-1,114	-0,903	0,099	0,071	0,246922619
GPI__NPR2	-3,285	-2,336	-6,099	-0,202	-0,272	-1,114	-1,612	-0,055	-0,017	0,134808136
GMPS__KCNQ4	-9,083	-1,655	-12,242	-0,305	-0,228	-1,114	-0,776	-0,077	-0,034	0,274061736
LIG1__SSTR4	-2,514	-1,612	-4,446	-0,138	-0,227	-1,113	-0,766	0,142	0,148	0,276673052
MAP2K7__TOP1	-0,638	-10,290	-10,526	-0,287	-0,268	-1,113	-0,743	0,094	0,132	0,281491125
BCL2L2__CD22	-1,926	-0,503	-2,118	-0,138	-0,231	-1,113	-1,007	0,142	0,097	0,228978536
DCK__MCAT	-1,100	-12,434	-14,288	-0,522	-0,284	-1,113	-0,720	-0,132	-0,117	0,286384837
BRCA2__PRODH	-3,688	-2,250	-6,426	-0,202	-0,249	-1,113	-1,264	-0,043	-0,050	0,183432759
CKM__PPP1CC	-1,322	-1,344	-2,928	-0,147	-0,255	-1,113	-0,823	0,014	-0,021	0,263158343
CSF3R__RPS6KA2	-2,260	-0,478	-3,015	-0,132	-0,203	-1,112	-0,824	0,055	0,053	0,26294812
BCAT2__MAPK12	-1,032	-3,067	-4,604	-0,191	-0,240	-1,112	-1,161	0,110	0,110	0,199418526
LTB4R__MC1R	-1,324	-1,588	-2,874	-0,164	-0,257	-1,112	-1,033	0,015	0,021	0,223744029
RPS6KA2__TPSAB1	-0,478	-2,436	-2,929	-0,113	-0,196	-1,112	-0,660	0,121	0,096	0,30002494
CAMK2G__EPHA2	-1,296	-0,696	-2,259	-0,123	-0,213	-1,112	-1,056	0,243	0,241	0,218971628
DDR2__MAPK12	-0,085	-3,067	-5,172	-0,138	-0,238	-1,112	-0,690	0,056	0,051	0,292833808
ACVRL1__CYP11B2	-0,850	-0,595	-1,490	-0,097	-0,195	-1,112	-0,802	0,062	0,125	0,268148689
LIG1__PRKAR1A	-2,514	-0,754	-3,442	-0,122	-0,199	-1,112	-0,447	0,018	0,005	0,346600967
MAPKAPK2__PIM1	-0,789	-3,019	-4,043	-0,121	-0,190	-1,112	-0,954	0,059	0,044	0,237671583
CRYBB1__XIAP	-0,615	-2,451	-2,730	-0,186	-0,322	-1,112	-1,188	0,086	0,037	0,194972188
ILK__PLOD1	-0,704	-1,793	-2,545	-0,151	-0,237	-1,111	-1,493	0,106	0,033	0,152203835
CSNK1G2__DBH	-1,166	-1,058	-2,538	-0,161	-0,261	-1,111	-0,934	0,149	0,130	0,241881291
MCL1__NDUFA4	-2,489	-5,357	-8,366	-0,498	-0,569	-1,111	-0,982	-0,035	-0,048	0,233198924
MAPK8IP1__UMPS	-0,095	-12,605	-13,240	-0,474	-0,301	-1,111	-1,049	0,070	-0,014	0,220123489
CDK2__GHSR	-4,432	-0,283	-4,876	-0,307	-0,407	-1,111	-1,466	-0,034	-0,054	0,155756424
ATR__DCK	-10,398	-1,100	-12,099	-0,334	-0,315	-1,111	-0,921	0,063	0,057	0,243760842
EGFR__MMP14	0,272	-0,159	-0,041	-0,117	-0,239	-1,110	-1,010	-0,003	-0,026	0,228245096
ERBB2__PPP1CC	-1,344	-1,344	-2,751	-0,154	-0,268	-1,110	-0,900	0,008	0,033	0,247642639
DBH__MAP3K10	-1,058	-1,090	-2,695	-0,171	-0,271	-1,110	-1,458	0,061	0,126	0,157228969
CDKN1A__DAPK3	-1,754	-0,316	-2,527	-0,167	-0,281	-1,109	-0,441	-0,004	0,020	0,348094716
FABP4__TOP1	0,022	-10,290	-11,487	-0,193	-0,281	-1,109	-1,923	0,042	0,084	0,100957472
CHD1__PPP1CC	-1,547	-1,344	-3,110	-0,150	-0,243	-1,109	-0,886	0,097	0,059	0,249866082
PIK3R2__PRKDC	-1,287	-3,525	-4,916	-0,158	-0,234	-1,109	-1,014	-0,014	0,038	0,227221152
DDR2__NPR1	-0,085	-1,211	-1,529	-0,111	-0,213	-1,108	-0,608	0,032	-0,002	0,311107111
FGFR2__NPR1	-0,533	-1,211	-1,818	-0,113	-0,219	-1,108	-0,569	0,049	0,055	0,31888967
BIRC5__P2RY6	-9,867	-0,760	-10,338	-0,343	-0,309	-1,108	-1,472	0,022	0,002	0,15499923
AGPAT1__MAP3K4	-2,019	-1,918	-3,860	-0,224	-0,281	-1,108	-0,938	0,037	0,006	0,241309976
GMPS__PPP1CC	-9,083	-1,344	-10,617	-0,434	-0,318	-1,108	-0,991	-0,020	-0,020	0,231670676
INPP1__PRKAR1A	-0,451	-0,754	-1,195	-0,139	-0,267	-1,107	-1,125	0,073	0,089	0,20534541
HMGA1__LCK	-5,600	-2,887	-8,503	-0,208	-0,250	-1,107	-1,504	0,179	0,163	0,15084163
GCK__P2RY6	0,031	-0,760	-0,875	-0,126	-0,239	-1,107	-0,853	0,054	-0,014	0,256229448
DBH__MAP2K7	-1,058	-0,638	-2,508	-0,119	-0,225	-1,107	-0,963	0,159	0,093	0,235763707
CIT__RPS6KA4	-4,565	-1,116	-6,125	-0,173	-0,269	-1,107	-0,335	0,022	0,083	0,371389108
ALPL__KSR1	-0,749	-0,783	-1,941	-0,115	-0,214	-1,107	-1,206	0,121	0,137	0,191788
BIRC5__PFKFB4	-9,867	-0,585	-9,836	-0,377	-0,393	-1,107	-1,202	0,124	0,059	0,192339161
CARM1__RPS6KA4	-3,923	-1,116	-5,043	-0,206	-0,286	-1,106	-1,029	0,004	0,018	0,224239134
PRKAA1__PRKAR1A	-0,215	-0,754	-1,395	-0,105	-0,197	-1,106	-1,189	0,102	0,150	0,194724769
PFKFB4__POMC	-0,585	-0,616	-1,526	-0,188	-0,326	-1,106	-1,120	0,222	0,211	0,206265902
AANAT__PDK2	-1,408	-1,118	-2,559	-0,199	-0,327	-1,106	-0,840	0,077	0,057	0,260110131
CYP4F12__KCNA3	-2,447	0,011	-2,123	-0,127	-0,234	-1,106	-1,284	0,071	0,053	0,179993379
DDR2__KCNQ4	-0,085	-1,655	-1,787	-0,105	-0,189	-1,105	-1,190	0,075	0,049	0,194701542
MMP25__PTGER1	-0,437	-0,443	-0,975	-0,123	-0,234	-1,105	-1,354	0,079	0,099	0,17008219
ACY1__MAP2K5	-1,630	-0,580	-2,335	-0,120	-0,214	-1,105	-0,565	-0,029	-0,007	0,319555622
CASK__TOP1	-0,481	-10,290	-10,461	-0,397	-0,290	-1,104	-0,635	0,132	0,156	0,305542239
BIRC5__XPO1	-9,867	-11,396	-22,668	-2,529	-0,889	-1,104	-0,605	0,083	0,116	0,311546423
ATR__CAMK2A	-10,398	-0,737	-8,937	-0,299	-0,262	-1,103	-1,282	-0,084	-0,078	0,180184913
CHD1__MAP2K7	-1,547	-0,638	-2,435	-0,145	-0,223	-1,103	-1,092	0,166	0,193	0,211168908
PIM1__XIAP	-3,019	-2,451	-5,314	-0,159	-0,232	-1,103	-0,314	0,087	0,085	0,376000719
ALAD__NPR1	-4,894	-1,211	-5,895	-0,147	-0,206	-1,103	-0,602	-0,074	-0,012	0,312075469
GPX1__PIK3C2B	-1,005	-0,665	-1,896	-0,167	-0,324	-1,103	-0,816	0,028	0,072	0,26542571
CSNK1G2__NPEPPS	-1,166	-1,323	-2,196	-0,140	-0,244	-1,103	-0,783	0,136	0,123	0,271776255
EHMT2__PTPRZ1	-0,955	-0,127	-0,040	-0,233	-0,399	-1,103	-0,507	-0,083	-0,078	0,3323378
DAPK3__KDM1A	-0,316	-9,378	-9,715	-0,262	-0,287	-1,102	-0,883	-0,020	-0,005	0,250164634
BIRC5__UCK2	-9,867	-0,763	-10,161	-0,318	-0,329	-1,102	-0,936	0,036	0,029	0,241780469
BCKDK__CDK12	-0,637	-5,192	-5,719	-0,152	-0,217	-1,102	-0,521	0,073	0,028	0,329128594
ACVR1__GMPS	-0,009	-9,083	-9,885	-0,249	-0,277	-1,102	-0,652	-0,120	-0,109	0,301881303
DCXR__ERBB3	-1,067	-1,385	-2,833	-0,127	-0,215	-1,102	-0,337	0,010	0,076	0,370738696
CASK__PIK3CD	-0,481	-1,372	-1,982	-0,224	-0,398	-1,102	-1,084	0,119	0,102	0,212827602
PNMT__PRODH	-0,507	-2,250	-2,972	-0,174	-0,276	-1,102	-1,319	0,057	0,144	0,175562265
MAP3K5__PIK3C2B	-0,220	-0,665	-1,315	-0,156	-0,277	-1,101	-0,869	0,022	0,071	0,253323266
NDUFB1__TK1	-6,822	-1,890	-8,757	-0,349	-0,406	-1,101	-0,615	0,101	0,095	0,310200633
AOC3__PTK6	-1,567	-0,728	-2,553	-0,120	-0,202	-1,101	-1,921	0,171	0,091	0,101281194
EDA__MAP2K5	-2,372	-0,580	-3,064	-0,164	-0,225	-1,101	-0,968	0,125	0,086	0,235320995
KDM1A__XPO1	-9,378	-11,396	-20,862	-0,981	-0,352	-1,101	-1,267	0,032	0,013	0,1828002
CIT__EHMT2	-4,565	-0,955	-5,812	-0,192	-0,254	-1,101	-0,385	-0,053	-0,014	0,360902572
LIG1__MMP14	-2,514	-0,159	-2,640	-0,106	-0,192	-1,100	-1,468	0,196	0,156	0,155451822
PIK3CA__PRKAR1A	-2,547	-0,754	-3,636	-0,130	-0,210	-1,100	-0,970	0,031	0,035	0,234988008
EDA__MAP4K1	-2,372	-0,584	-2,873	-0,116	-0,199	-1,100	-1,349	0,095	0,089	0,171071352
FGFR2__MAP2K7	-0,533	-0,638	-1,399	-0,139	-0,255	-1,099	-1,146	-0,011	0,005	0,201528234
P2RY6__PRKAA1	-0,760	-0,215	-1,100	-0,127	-0,220	-1,099	-1,533	0,129	0,086	0,146683529
AXL__PTPRZ1	-0,979	-0,127	-0,991	-0,152	-0,283	-1,098	-1,232	0,019	0,006	0,188496932
ADRBK1__NPR1	-0,953	-1,211	-2,154	-0,116	-0,200	-1,098	-0,806	0,010	0,009	0,267241554
CDC25A__SPHK2	-3,276	-0,950	-4,731	-0,197	-0,295	-1,098	-0,821	0,056	0,000	0,26366167
EGFR__NDUFA4L2	0,272	-1,573	-1,464	-0,132	-0,243	-1,097	-1,456	0,024	0,023	0,157390209
BIRC5__HMGA1	-9,867	-5,600	-15,183	-0,455	-0,316	-1,097	-1,104	0,168	0,157	0,208605593
HCRT__LARS2	-1,411	-5,628	-7,384	-0,173	-0,220	-1,097	-0,677	0,054	0,063	0,295899882
CAMK1G__PTK6	-0,701	-0,728	-1,354	-0,110	-0,207	-1,096	-1,249	0,121	0,150	0,18536108
MC1R__PTPRE	-1,588	-0,635	-2,908	-0,124	-0,207	-1,096	-2,009	0,065	0,003	0,093413125
DNMT1__EPHB4	-3,434	-0,079	-3,651	-0,209	-0,348	-1,096	-0,898	0,020	0,009	0,247763154
FGFR4__MAP4K1	0,053	-0,584	-0,799	-0,113	-0,206	-1,096	-0,754	0,139	0,090	0,279613876
DBH__SSTR4	-1,058	-1,612	-4,242	-0,229	-0,249	-1,096	-0,500	0,047	0,056	0,334131082
HMGCR__PTGIR	-4,338	0,065	-4,513	-0,136	-0,213	-1,096	-0,681	0,139	0,113	0,295338817
CASK__ERBB2	-0,481	-1,344	-1,970	-0,128	-0,229	-1,096	-0,882	0,116	0,092	0,250368531
MASP2__SLC16A5	-0,472	-1,334	-2,089	-0,102	-0,189	-1,095	-0,746	0,103	0,046	0,280794457
FABP4__PIK3CB	0,022	0,064	0,099	-0,152	-0,294	-1,095	-1,039	0,091	0,121	0,222412585
CDKN1A__TST	-1,754	-0,442	-2,640	-0,154	-0,270	-1,095	-2,104	0,127	0,135	0,086215142
CAMK2A__CAMK2A	-0,737	-0,737	-1,029	-0,197	-0,355	-1,095	-0,335	NA	NA	0,371320585
AKT2__TK1	-3,476	-1,890	-5,824	-0,207	-0,263	-1,095	-0,792	0,123	0,059	0,269975813
MAP2K2__NOS2	-0,367	-1,122	-2,123	-0,114	-0,200	-1,095	-1,223	0,080	0,080	0,189086918
PRKCZ__SLC5A5	-1,211	-0,791	-2,411	-0,152	-0,256	-1,094	-1,289	0,049	0,058	0,1796532
BRD2__TST	-2,558	-0,442	-3,277	-0,157	-0,265	-1,094	-1,404	0,014	-0,028	0,162817469
BCAT2__LIG1	-1,032	-2,514	-4,065	-0,140	-0,217	-1,094	-1,412	0,041	0,021	0,162048328
CDK5__MAPK8IP1	-0,143	-0,095	0,126	-0,166	-0,290	-1,094	-1,975	0,045	0,084	0,09649529
RET__SPHK2	0,245	-0,950	-0,845	-0,159	-0,307	-1,094	-0,859	0,067	0,146	0,255688635
GPX1__PLOD1	-1,005	-1,793	-3,034	-0,168	-0,285	-1,093	-0,730	0,177	0,214	0,284417033
PLA2G4C__UCK2	-0,026	-0,763	-0,810	-0,103	-0,217	-1,093	-0,996	0,112	0,078	0,230966365
NTRK1__PKLR	-0,861	-1,080	-1,937	-0,118	-0,215	-1,093	-0,741	0,093	0,083	0,281740559
MCL1__MMP14	-2,489	-0,159	-2,877	-0,156	-0,267	-1,093	-0,950	0,071	0,085	0,238471679
HMGA1__LTB4R	-5,600	-1,324	-6,617	-0,173	-0,209	-1,093	-0,815	0,027	0,068	0,265426393
CKM__DDR2	-1,322	-0,085	-1,778	-0,127	-0,211	-1,093	-0,957	0,133	0,108	0,237000934
CSF3R__SLC16A5	-2,260	-1,334	-3,707	-0,128	-0,190	-1,092	-1,424	0,005	0,002	0,161516947
CIT__MMP25	-4,565	-0,437	-5,308	-0,121	-0,192	-1,092	-1,664	0,105	0,119	0,128245162
PDK2__PFKFB4	-1,118	-0,585	-1,860	-0,189	-0,318	-1,092	-0,754	0,168	0,205	0,279396117
DNMT1__SPHK2	-3,434	-0,950	-4,871	-0,329	-0,454	-1,092	-0,921	0,059	0,094	0,243745353
EHMT2__RPS6KA4	-0,955	-1,116	-3,239	-0,207	-0,342	-1,092	-0,750	0,101	0,086	0,280359578
DBH__PKLR	-1,058	-1,080	-2,565	-0,142	-0,235	-1,092	-1,593	0,213	0,209	0,137777711
HCRT__KDM1A	-1,411	-9,378	-11,334	-0,288	-0,196	-1,092	-1,024	0,080	0,104	0,225457854
DNMT1__P2RY6	-3,434	-0,760	-4,429	-0,201	-0,315	-1,092	-1,521	0,045	0,075	0,148518128
IL12A__TOP1	-0,186	-10,290	-7,976	-0,375	-0,315	-1,091	-0,415	-0,053	0,038	0,353898934
KCNA3__PRKAA1	0,011	-0,215	-0,328	-0,109	-0,222	-1,091	-0,916	0,034	-0,009	0,244374101
CYP4F12__P2RY6	-2,447	-0,760	-3,380	-0,143	-0,224	-1,091	-1,207	0,120	0,142	0,191622586
CA9__CDK2	-2,644	-4,432	-7,811	-0,468	-0,557	-1,091	-0,904	0,021	0,055	0,246879152
LCK__PIK3CD	-2,887	-1,372	-4,598	-0,260	-0,369	-1,090	-1,013	-0,013	-0,058	0,227301803
CDK5__CNTFR	-0,143	-2,203	-2,623	-0,160	-0,278	-1,090	-1,230	0,026	0,043	0,188610321
MAP3K4__STMN1	-1,918	-3,308	-5,687	-0,173	-0,195	-1,090	-0,484	0,104	0,139	0,337791569
LTB4R__NAMPT	-1,324	-16,018	-17,549	-0,500	-0,196	-1,090	-0,638	-0,019	-0,059	0,305144224
AOC1__PRKAR1A	-0,898	-0,754	-1,754	-0,106	-0,194	-1,090	-0,894	0,089	0,085	0,248624218
GRM2__PTP4A3	-0,213	-0,976	-1,233	-0,101	-0,185	-1,090	-1,167	0,108	0,129	0,198922616
MMP14__TOP1	-0,159	-10,290	-10,602	-0,328	-0,221	-1,090	-1,541	0,082	0,048	0,145553067
DMPK__GMPS	-1,362	-9,083	-11,468	-0,437	-0,254	-1,089	-1,175	0,048	0,036	0,197330492
CLK3__FGFR2	-0,453	-0,533	-1,086	-0,161	-0,316	-1,089	-1,160	-0,003	0,025	0,199352391
GRIK5__PTGER1	-0,078	-0,443	-0,805	-0,129	-0,244	-1,089	-0,937	-0,021	-0,071	0,241679787
GMPS__MAPK12	-9,083	-3,067	-15,689	-0,614	-0,285	-1,089	-1,067	0,024	0,058	0,216821105
PDK2__POMC	-1,118	-0,616	-2,335	-0,215	-0,349	-1,089	-1,100	0,104	0,118	0,209542737
DNMT1__KCNQ4	-3,434	-1,655	-5,092	-0,211	-0,313	-1,089	-0,759	0,054	0,111	0,278432937
CD22__KCNQ4	-0,503	-1,655	-2,454	-0,122	-0,217	-1,089	-0,912	-0,087	-0,118	0,245466408
ERBB4__POMC	-0,217	-0,616	-0,840	-0,175	-0,307	-1,088	-0,880	0,134	0,153	0,250787216
PIK3CG__PRKAB1	-1,010	-0,227	-1,491	-0,118	-0,211	-1,088	-0,875	0,014	-0,017	0,252060242
MAP4K1__MCAT	-0,584	-12,434	-13,579	-0,363	-0,246	-1,088	-1,435	0,019	-0,036	0,160596243
ACVRL1__MMP25	-0,850	-0,437	-1,164	-0,110	-0,188	-1,087	-0,556	0,024	0,023	0,321517514
BRD2__TAOK2	-2,558	-0,348	-2,784	-0,117	-0,198	-1,087	-1,191	0,099	0,090	0,194448215
ERBB2__FN3K	-1,344	-0,827	-2,199	-0,122	-0,212	-1,087	-0,647	0,083	0,097	0,30321566
CKM__ITGB7	-1,322	-1,477	-3,344	-0,149	-0,228	-1,087	-1,106	0,096	0,045	0,208436952
ALPL__LIG1	-0,749	-2,514	-3,667	-0,121	-0,199	-1,087	-1,225	0,049	0,021	0,189223255
KDM1A__TOP1	-9,378	-10,290	-19,860	-0,514	-0,261	-1,087	-0,965	0,093	0,115	0,235600646
CSNK1G2__UCK2	-1,166	-0,763	-2,190	-0,118	-0,222	-1,087	-0,804	0,142	0,151	0,267782943
EPRS__INPP1	-8,873	-0,451	-7,750	-0,295	-0,403	-1,086	-0,686	0,028	0,017	0,29394553
MMP25__NPEPPS	-0,437	-1,323	-1,492	-0,099	-0,179	-1,086	-0,517	0,099	0,113	0,330213271
MAPKAPK2__SPHK1	-0,789	-1,140	-2,159	-0,130	-0,231	-1,086	-0,799	-0,056	-0,036	0,268861686
AOC1__LTC4S	-0,898	-1,265	-2,307	-0,109	-0,200	-1,085	-1,287	0,115	0,187	0,179890066
GPI__SLC16A8	-3,285	-1,458	-5,059	-0,205	-0,290	-1,084	-0,823	0,048	0,065	0,26314092
AKT1__MAP2K7	-1,614	-0,638	-2,177	-0,137	-0,238	-1,084	-0,718	-0,043	-0,025	0,28695427
CHD1__HCRT	-1,547	-1,411	-3,241	-0,127	-0,201	-1,084	-1,654	0,125	0,106	0,129377774
BSG__TST	-4,293	-0,442	-4,757	-0,167	-0,266	-1,084	-0,618	0,079	0,065	0,309658888
FN3K__NPEPPS	-0,827	-1,323	-2,348	-0,110	-0,203	-1,083	-0,489	0,151	0,119	0,336227625
CARM1__DCXR	-3,923	-1,067	-5,052	-0,158	-0,248	-1,083	-0,680	0,145	0,138	0,295456472
AOC3__PARP1	-1,567	-3,299	-5,179	-0,152	-0,237	-1,083	-0,903	0,042	0,070	0,246915475
BIRC5__NAGK	-9,867	-0,739	-10,769	-0,293	-0,287	-1,083	-1,096	-0,129	-0,124	0,210202708
CDKN1A__PIK3R2	-1,754	-1,287	-3,624	-0,145	-0,226	-1,082	-1,839	0,085	0,027	0,109263604
IL12A__NAGK	-0,186	-0,739	-0,963	-0,123	-0,202	-1,082	-0,765	0,019	0,053	0,276672722
CA9__CDKN1A	-2,644	-1,754	-4,461	-0,145	-0,222	-1,082	-0,967	0,026	0,037	0,23536242
DAPK3__PTK6	-0,316	-0,728	-1,433	-0,140	-0,253	-1,082	-1,795	0,082	0,078	0,114053459
ITGB7__PTP4A3	-1,477	-0,976	-2,736	-0,127	-0,218	-1,082	-0,674	0,053	-0,029	0,296674983
MAPKAPK2__NPR1	-0,789	-1,211	-2,048	-0,112	-0,187	-1,081	-1,429	0,136	0,099	0,161353411
CDC25B__PTPRJ	-1,748	-1,014	-3,136	-0,123	-0,231	-1,081	-1,092	0,076	0,088	0,211517898
FGFR3__MAP3K3	-0,912	-1,218	-2,604	-0,114	-0,197	-1,080	-1,278	0,098	0,090	0,180812596
MAP2K7__SKP2	-0,638	-3,289	-4,197	-0,131	-0,205	-1,080	-0,629	-0,041	-0,023	0,306837581
CNTFR__PFKFB1	-2,203	-0,008	-2,268	-0,193	-0,309	-1,080	-0,616	-0,013	-0,007	0,309861358
ALAD__CSK	-4,894	-1,758	-6,527	-0,156	-0,193	-1,080	-0,947	0,022	0,065	0,23916051
APEX1__SRC	-2,369	0,012	-2,427	-0,141	-0,266	-1,080	-0,588	-0,011	0,076	0,314426026
MCL1__PRKCZ	-2,489	-1,211	-3,703	-0,211	-0,295	-1,079	-1,215	-0,059	-0,036	0,190518085
PDK2__SLC5A5	-1,118	-0,791	-2,204	-0,162	-0,264	-1,079	-1,096	0,075	0,143	0,210319818
AMHR2__PTK6	-1,067	-0,728	-2,162	-0,134	-0,234	-1,078	-1,162	0,108	0,117	0,199463218
NOS2__PIK3C2B	-1,122	-0,665	-2,078	-0,150	-0,238	-1,078	-1,830	0,153	0,165	0,109902318
MAPK12__PTPRZ1	-3,067	-0,127	-3,252	-0,222	-0,312	-1,078	-1,021	0,008	0,009	0,225709996
MAP2K2__SPHK2	-0,367	-0,950	-1,693	-0,142	-0,250	-1,078	-0,731	0,082	0,016	0,284372608
GPX1__PIK3R2	-1,005	-1,287	-2,850	-0,167	-0,296	-1,078	-1,053	0,134	0,099	0,219137566
CDK2__UMPS	-4,432	-12,605	-16,881	-1,020	-0,478	-1,078	-0,902	0,002	0,023	0,246935125
CA9__CLK3	-2,644	-0,453	-3,012	-0,228	-0,388	-1,078	-0,685	0,104	0,117	0,29449776
AOC1__DDR2	-0,898	-0,085	-1,077	-0,088	-0,180	-1,077	-0,998	0,101	0,064	0,230424569
CLK3__PTGIR	-0,453	0,065	-0,633	-0,168	-0,312	-1,077	-0,737	-0,027	-0,051	0,282615336
BRD2__CSNK1G2	-2,558	-1,166	-3,947	-0,138	-0,212	-1,076	-0,967	0,042	0,061	0,235301002
GRM2__PRSS8	-0,213	-0,778	-1,216	-0,090	-0,189	-1,076	-1,291	-0,039	0,006	0,179459395
CKM__SLC5A5	-1,322	-0,791	-2,058	-0,127	-0,233	-1,076	-1,030	-0,083	-0,050	0,224086761
BRD2__CD22	-2,558	-0,503	-2,958	-0,109	-0,193	-1,076	-0,758	-0,032	-0,036	0,278591239
IGF1R__MAP2K2	-4,583	-0,367	-5,520	-0,163	-0,232	-1,076	-1,066	-0,066	0,017	0,216930147
NT5M__PIK3CB	-0,676	0,064	-0,806	-0,138	-0,274	-1,076	-0,653	0,124	0,147	0,301538173
BCL2L2__HCRT	-1,926	-1,411	-3,316	-0,104	-0,179	-1,076	-1,905	0,049	0,068	0,102417296
PRODH__SLC16A8	-2,250	-1,458	-3,976	-0,188	-0,273	-1,076	-1,117	0,062	0,109	0,20643467
CSNK1G2__PRKDC	-1,166	-3,525	-5,195	-0,139	-0,204	-1,075	-2,137	0,037	0,073	0,084142247
CA9__TPSAB1	-2,644	-2,436	-5,181	-0,153	-0,229	-1,075	-1,797	0,173	0,054	0,113843502
CAMK2B__GPI	-0,060	-3,285	-3,579	-0,143	-0,217	-1,075	-0,778	-0,106	-0,018	0,273377354
BCL2L2__NPEPPS	-1,926	-1,323	-3,802	-0,113	-0,182	-1,075	-0,902	0,052	0,152	0,24691818
CRYBB1__PIK3R2	-0,615	-1,287	-2,221	-0,152	-0,277	-1,075	-1,316	0,053	0,068	0,175727614
AKT2__NAMPT	-3,476	-16,018	-20,642	-0,541	-0,200	-1,075	-1,798	0,045	-0,010	0,11369032
FGFR3__TSPO	-0,912	-1,526	-3,258	-0,124	-0,182	-1,075	-1,596	0,224	0,214	0,137386276
FABP4__SSTR4	0,022	-1,612	-1,923	-0,173	-0,236	-1,074	-0,595	0,127	0,097	0,31278981
GRM2__LTC4S	-0,213	-1,265	-1,426	-0,128	-0,218	-1,074	-1,587	-0,003	-0,040	0,138659036
HMGA1__MAPK12	-5,600	-3,067	-8,902	-0,201	-0,184	-1,074	-1,330	0,176	0,188	0,17422485
CDC25A__SLC16A5	-3,276	-1,334	-5,147	-0,150	-0,240	-1,074	-1,512	0,124	0,091	0,149256208
GHSR__LCK	-0,283	-2,887	-3,287	-0,161	-0,238	-1,073	-0,889	0,022	0,032	0,249214576
