Symbol	Gene_ID	Rank	RSA.p-value	FDR
TRMT1	55621	1813	0.103900429	0.392827154
DCLK2	166614	1814	0.103952466	0.392827154
TMX1	81542	1815	0.104044132	0.392827154
C14orf169	79697	1816	0.104045088	0.392827154
MOCS3	27304	1817	0.104075979	0.392827154
SIRT1	23411	1818	0.104091723	0.392827154
FGL1	2267	1819	0.104229083	0.392827154
FFAR1	2864	1820	0.104230963	0.392827154
IFFO1	25900	1821	0.104370188	0.392827154
ASH1L	55870	1822	0.104432498	0.392827154
PPP1R14D	54866	1823	0.104479671	0.392827154
IL8RB	3579	1824	0.104509396	0.392827154
KDM2A	22992	1825	0.104571463	0.392827154
RPS6KA4	8986	1826	0.104648588	0.392827154
ACCN5	51802	1827	0.104710567	0.392827154
IL22RA2	116379	1828	0.104748399	0.392827154
LARS	51520	1829	0.104766248	0.392827154
RNF11	26994	1830	0.104787763	0.392827154
NEIL2	252969	1831	0.104813416	0.392827154
NR0B1	190	1832	0.104845934	0.392827154
GPRASP2	114928	1833	0.104989192	0.392827154
UCHL5	51377	1834	0.105060151	0.392827154
SMARCD3	6604	1835	0.105066066	0.392827154
SH3BP2	6452	1836	0.105074396	0.392827154
GPR88	54112	1837	0.105205193	0.392919788
CMKLR1	1240	1838	0.105324274	0.392919788
KCNK1	3775	1839	0.105344303	0.392919788
KCNQ1	3784	1840	0.105487502	0.392919788
CD44	960	1841	0.105512823	0.392919788
CHMP1A	5119	1842	0.105655055	0.392919788
BACE1	23621	1843	0.105690337	0.392919788
CD93	22918	1844	0.105761538	0.392919788
C12orf48	55010	1845	0.105780757	0.392919788
RABL3	285282	1846	0.105787412	0.392919788
GJB2	2706	1847	0.105824108	0.392919788
CD22	933	1848	0.105842365	0.392919788
ITGA10	8515	1849	0.105889503	0.392919788
BTRC	8945	1850	0.105900584	0.392919788
TXNDC17	84817	1851	0.106039614	0.393223074
NEIL1	79661	1852	0.106172593	0.393271847
FGF1	2246	1853	0.106178627	0.393271847
SKP1	6500	1854	0.106224651	0.393271847
NUDCD1	84955	1855	0.10628235	0.393273343
PITPNM2	57605	1856	0.106479082	0.393789019
ODZ3	55714	1857	0.106565182	0.393863051
TRIM46	80128	1858	0.106613862	0.393863051
MEX3B	84206	1859	0.106842083	0.394146175
PHF14	9678	1860	0.106873451	0.394146175
OR3A3	8392	1861	0.106879302	0.394146175
FLJ25006	124923	1862	0.106971812	0.394146175
HCRT	3060	1863	0.107070513	0.394146175
KIAA0317	9870	1864	0.107073954	0.394146175
SNX1	6642	1865	0.107103424	0.394146175
ETNK2	55224	1866	0.107149878	0.394146175
ELK1	2002	1867	0.107429018	0.394837354
SLC6A1	6529	1868	0.107521905	0.394837354
GABRR2	2570	1869	0.107550301	0.394837354
TP53BP1	7158	1870	0.107567869	0.394837354
ATXN3	4287	1871	0.107706704	0.395009377
ADAMTS2	9509	1872	0.10772983	0.395009377
GLMN	11146	1873	0.107845523	0.395222461
DGKD	8527	1874	0.107919962	0.395284215
EFNB3	1949	1875	0.107984326	0.395309021
DUS4L	11062	1876	0.108078035	0.395377713
DGUOK	1716	1877	0.108123113	0.395377713
ADCYAP1R1	117	1878	0.108224853	0.395377713
DUSP8	1850	1879	0.108233497	0.395377713
CACNB4	785	1880	0.108440356	0.395807082
AOF1	221656	1881	0.10851912	0.395807082
ABCA7	10347	1882	0.108524028	0.395807082
TCF7L2	6934	1883	0.108690765	0.396204679
GTF2F1	2962	1884	0.108787481	0.396304195
KCNK5	8645	1885	0.108861903	0.396304195
CXCL3	2921	1886	0.108891275	0.396304195
CDH5	1003	1887	0.109063362	0.396342345
PPP2R5B	5526	1888	0.109094165	0.396342345
OMG	4974	1889	0.109235652	0.396342345
MC4R	4160	1890	0.10925461	0.396342345
DHRS1	115817	1891	0.109275186	0.396342345
GDPD3	79153	1892	0.109321874	0.396342345
RNF26	79102	1893	0.109379383	0.396342345
ETV7	51513	1894	0.109408146	0.396342345
GK2	2712	1895	0.109421437	0.396342345
METTL2B	55798	1896	0.109510087	0.396454239
C20orf160	140706	1897	0.109647831	0.39653775
PLA2G3	50487	1898	0.109648696	0.39653775
HERPUD2	64224	1899	0.109753748	0.396621024
SERPINE1	5054	1900	0.109787288	0.396621024
ANUBL1	93550	1901	0.10990533	0.396763892
IGF1R	3480	1902	0.109942442	0.396763892
ESAM	90952	1903	0.110222632	0.396960667
TST	7263	1904	0.110341495	0.396960667
ARSF	416	1905	0.11036052	0.396960667
ALDH1L1	10840	1906	0.110389962	0.396960667
ERCC4	2072	1907	0.110418438	0.396960667
CTSH	1512	1908	0.110435809	0.396960667
LGR5	8549	1909	0.11053445	0.396960667
IFNA8	3445	1910	0.110583783	0.396960667
NTRK3	4916	1911	0.110618502	0.396960667
PLCB4	5332	1912	0.110632766	0.396960667
PRKRA	8575	1913	0.110633123	0.396960667
TIAM2	26230	1914	0.110756981	0.39699581
RPA1	6117	1915	0.110758592	0.39699581
LIPH	200879	1916	0.110825689	0.397028982
APC2	10297	1917	0.110940733	0.39718009
EHD1	10938	1918	0.111172321	0.39718009
PGK1	5230	1919	0.11122583	0.39718009
KLK10	5655	1920	0.111275274	0.39718009
CDKN3	1033	1921	0.111310735	0.39718009
ARL3	403	1922	0.111356452	0.39718009
NCOA5	57727	1923	0.111418694	0.39718009
TRAPPC10	7109	1924	0.111423654	0.39718009
GZMK	3003	1925	0.111552417	0.39718009
PIK3C2A	5286	1926	0.111581608	0.39718009
ITSN2	50618	1927	0.111610804	0.39718009
SIGLEC12	89858	1928	0.111727647	0.39718009
PTPRB	5787	1929	0.111767459	0.39718009
CCNG1	900	1930	0.111844582	0.39718009
PLXNA1	5361	1931	0.111864231	0.39718009
FIGF	2277	1932	0.111902364	0.39718009
POLD1	5424	1933	0.111936104	0.39718009
SPO11	23626	1934	0.112002564	0.39718009
GLRB	2743	1935	0.11200743	0.39718009
F11	2160	1936	0.112108021	0.39718009
GRB2	2885	1937	0.112117036	0.39718009
SLC25A42	284439	1938	0.112140882	0.39718009
HBEGF	1839	1939	0.112216961	0.39724457
TULP3	7289	1940	0.11240907	0.397719514
ULBP1	80329	1941	0.11254812	0.398006335
GNG13	51764	1942	0.112612113	0.398012022
S1PR2	9294	1943	0.112665699	0.398012022
IL1F9	56300	1944	0.112832226	0.398395267
SGSH	6448	1945	0.112970447	0.39852831
ADH6	130	1946	0.11305472	0.39852831
SLC6A12	6539	1947	0.113077948	0.39852831
F13B	2165	1948	0.113160014	0.39852831
GABRA2	2555	1949	0.113254972	0.39852831
RHBDD3	25807	1950	0.113284497	0.39852831
WASF3	10810	1951	0.113343563	0.39852831
HOXD10	3236	1952	0.113359071	0.39852831
RAI1	10743	1953	0.113491035	0.39852831
ASB1	51665	1954	0.113491328	0.39852831
FOXO1	2308	1955	0.113528351	0.39852831
HHLA1	10086	1956	0.11360383	0.39852831
SCN3A	6328	1957	0.113657892	0.39852831
CALR	811	1958	0.113682755	0.39852831
INHA	3623	1959	0.114075629	0.399526247
ESM1	11082	1960	0.114083835	0.399526247
METTL6	131965	1961	0.114205862	0.39964703
INSL4	3641	1962	0.11430555	0.39964703
GPR108	56927	1963	0.114346284	0.39964703
CD163L1	283316	1964	0.114351219	0.39964703
ADH7	131	1965	0.114410702	0.399651429
TACR2	6865	1966	0.114489805	0.399724324
OR2B2	81697	1967	0.114765843	0.400195795
RB1	5925	1968	0.114824931	0.400195795
VAV1	7409	1969	0.11485756	0.400195795
APH1A	51107	1970	0.114858059	0.400195795
CDH19	28513	1971	0.115041815	0.400426603
GPR98	84059	1972	0.115126302	0.400426603
DNAJB9	4189	1973	0.115133225	0.400426603
GPR183	1880	1974	0.115201798	0.400426603
VPS11	55823	1975	0.115215988	0.400426603
ABCD4	5826	1976	0.115406632	0.400853618
CNTNAP1	8506	1977	0.115455653	0.400853618
MORC1	27136	1978	0.115619394	0.400944688
PRPS2	5634	1979	0.115657232	0.400944688
CACNA1S	779	1980	0.115725196	0.400944688
CTSL2	1515	1981	0.115731465	0.400944688
DAXX	1616	1982	0.115773947	0.400944688
NXNL1	115861	1983	0.115869346	0.401072714
PHF13	148479	1984	0.116007212	0.401244666
PRAM1	84106	1985	0.116055582	0.401244666
NDP	4693	1986	0.116159014	0.401244666
SLC25A36	55186	1987	0.116175897	0.401244666
USP20	10868	1988	0.116259464	0.401244666
OSM	5008	1989	0.116296306	0.401244666
SLC4A4	8671	1990	0.116336546	0.401244666
EGR1	1958	1991	0.116386674	0.401244666
TRMT61B	55006	1992	0.116567569	0.401666563
CEBPG	1054	1993	0.116971818	0.402226461
BSND	7809	1994	0.116992708	0.402226461
THPO	7066	1995	0.117008442	0.402226461
HKR1	284459	1996	0.117020727	0.402226461
FYB	2533	1997	0.117165726	0.402226461
P2RX6	9127	1998	0.117215277	0.402226461
SNRNP70	6625	1999	0.117247275	0.402226461
DZIP3	9666	2000	0.117274921	0.402226461
TRAK2	66008	2001	0.117293255	0.402226461
GP5	2814	2002	0.117316051	0.402226461
DOK6	220164	2003	0.117444531	0.402331963
ATP5A1	498	2004	0.117475205	0.402331963
PAPSS2	9060	2005	0.117522667	0.402331963
USP34	9736	2006	0.117616239	0.402451578
GTF2H1	2965	2007	0.117820384	0.402718144
ZNF606	80095	2008	0.117824494	0.402718144
AKR7A3	22977	2009	0.117870156	0.402718144
GABRR1	2569	2010	0.117963445	0.402758884
CARD18	59082	2011	0.117999434	0.402758884
AKAP1	8165	2012	0.118206829	0.40326624
TUBB	203068	2013	0.118279033	0.403312113
TENC1	23371	2014	0.118486032	0.40381734
ACRV1	56	2015	0.118761135	0.404220117
MGST3	4259	2016	0.118764187	0.404220117
IFNA1	3439	2017	0.118814638	0.404220117
IL9R	3581	2018	0.118846586	0.404220117
SOCS4	122809	2019	0.118898662	0.404220117
RASGRF1	5923	2020	0.119173668	0.404787945
OR1C1	26188	2021	0.11918363	0.404787945
ITCH	83737	2022	0.119427949	0.404916284
CCK	885	2023	0.119453762	0.404916284
KCTD20	222658	2024	0.119532942	0.404916284
MOBKL1B	55233	2025	0.119637986	0.404916284
ECEL1	9427	2026	0.119642329	0.404916284
PDK3	5165	2027	0.119708044	0.404916284
TLR5	7100	2028	0.119736703	0.404916284
PDGFD	80310	2029	0.119814088	0.404916284
ITGAL	3683	2030	0.119896159	0.404916284
IGFBP5	3488	2031	0.119946948	0.404916284
SACM1L	22908	2032	0.11998313	0.404916284
NFKBIE	4794	2033	0.120050602	0.404916284
SOCS7	30837	2034	0.120093773	0.404916284
EPHB6	2051	2035	0.120135681	0.404916284
NEK4	6787	2036	0.120201007	0.404916284
DLAT	1737	2037	0.120229938	0.404916284
FN3KRP	79672	2038	0.120273047	0.404916284
TRERF1	55809	2039	0.120283261	0.404916284
PIP4K2C	79837	2040	0.120547731	0.40560766
ARNTL	406	2041	0.120662767	0.405795802
WIF1	11197	2042	0.120760603	0.405925945
LIPM	340654	2043	0.120822351	0.405934712
HNF4G	3174	2044	0.12123416	0.407119019
KIFC2	90990	2045	0.121423125	0.407243728
SERPINB7	8710	2046	0.121431605	0.407243728
CES3	23491	2047	0.121474141	0.407243728
OR8B8	26493	2048	0.121508618	0.407243728
NR3C1	2908	2049	0.121678281	0.407613334
ALDH3A1	218	2050	0.121783013	0.407720251
ELAVL4	1996	2051	0.121893185	0.407720251
RPGRIP1	57096	2052	0.121933625	0.407720251
OR5L2	26338	2053	0.12199737	0.407720251
LTBP2	4053	2054	0.122155629	0.407720251
TUBA4A	7277	2055	0.122189157	0.407720251
ANAPC5	51433	2056	0.122194484	0.407720251
RAD1	5810	2057	0.122311928	0.407720251
SCN8A	6334	2058	0.122339697	0.407720251
PRMT8	56341	2059	0.122422653	0.407720251
C1D	10438	2060	0.122499685	0.407720251
CNKSR1	10256	2061	0.122605811	0.407720251
SQRDL	58472	2062	0.122619514	0.407720251
ACADL	33	2063	0.122719007	0.407720251
FBXL3	26224	2064	0.122742888	0.407720251
DYNC1LI2	1783	2065	0.122879949	0.407720251
PDE5A	8654	2066	0.122884304	0.407720251
PAK3	5063	2067	0.122905646	0.407720251
ING1	3621	2068	0.122927674	0.407720251
KDELR1	10945	2069	0.122963306	0.407720251
IL1F7	27178	2070	0.122990976	0.407720251
CACNG3	10368	2071	0.123016993	0.407720251
SLC9A2	6549	2072	0.123127103	0.407806663
GPC1	2817	2073	0.12316189	0.407806663
SETD5	55209	2074	0.123314896	0.408116416
LPAR3	23566	2075	0.123703433	0.40872221
KCNT1	57582	2076	0.123742126	0.40872221
CACNA1C	775	2077	0.123774805	0.40872221
GP6	51206	2078	0.123820043	0.40872221
PRPS1	5631	2079	0.123846199	0.40872221
UBR1	197131	2080	0.12388343	0.40872221
FSHR	2492	2081	0.123914761	0.40872221
S1PR4	8698	2082	0.123975856	0.408727318
PIK3C2G	5288	2083	0.124041136	0.408746211
RELB	5971	2084	0.124188736	0.408813249
ADSL	158	2085	0.124209638	0.408813249
TUBB4Q	56604	2086	0.124240157	0.408813249
VN1R1	57191	2087	0.124386557	0.409098059
TPO	7173	2088	0.124445913	0.409098059
TUBB3	10381	2089	0.124560124	0.409277497
PSMD14	10213	2090	0.124728594	0.409634961
KITLG	4254	2091	0.124848114	0.409675965
KCNS2	3788	2092	0.124992033	0.409675965
SORCS1	114815	2093	0.125067562	0.409675965
EPHA1	2041	2094	0.125087422	0.409675965
RNF186	54546	2095	0.125115441	0.409675965
TNFRSF13C	115650	2096	0.125207524	0.409675965
LHX4	89884	2097	0.125214693	0.409675965
PASK	23178	2098	0.125218557	0.409675965
MXRA5	25878	2099	0.125314809	0.409742595
TTRAP	51567	2100	0.125386694	0.409742595
MC2R	4158	2101	0.125481052	0.409742595
CMA1	1215	2102	0.125496819	0.409742595
LSS	4047	2103	0.125558497	0.409742595
RAB41	347517	2104	0.125597089	0.409742595
CAD	790	2105	0.125754515	0.410061278
TRIM34	53840	2106	0.12588446	0.410290092
SMAD6	4091	2107	0.126108311	0.410824607
OAT	4942	2108	0.126284232	0.411164539
GZMA	3001	2109	0.126332461	0.411164539
SLC25A29	123096	2110	0.126408691	0.411217656
PRCP	5547	2111	0.1266853	0.411904117
CDC2L5	8621	2112	0.126781657	0.411904117
CD97	976	2113	0.126847728	0.411904117
ANKFN1	162282	2114	0.126905971	0.411904117
CCL1	6346	2115	0.126984307	0.411904117
GABARAP	11337	2116	0.127006703	0.411904117
LPHN2	23266	2117	0.127103244	0.411904117
JAM3	83700	2118	0.127113152	0.411904117
MITF	4286	2119	0.127232049	0.411904117
PTPN11	5781	2120	0.127257418	0.411904117
SSR2	6746	2121	0.127287061	0.411904117
LOC100134363	100134363	2122	0.127353141	0.411904117
IL2RB	3560	2123	0.127423861	0.411904117
EGFL6	25975	2124	0.127530465	0.411904117
UBFD1	56061	2125	0.127612211	0.411904117
RAD9A	5883	2126	0.127651345	0.411904117
QRICH1	54870	2127	0.127748252	0.411904117
PNLIPRP3	119548	2128	0.127780567	0.411904117
TFE3	7030	2129	0.127812888	0.411904117
ABCB5	340273	2130	0.127842316	0.411904117
PPM1E	22843	2131	0.127909901	0.411904117
OPRD1	4985	2132	0.127939915	0.411904117
LAMB3	3914	2133	0.128072697	0.412138299
hCG_38984	345051	2134	0.128171604	0.412263304
TRIM69	140691	2135	0.128426453	0.412889543
TRIM23	373	2136	0.128563175	0.412999163
PTCH1	5727	2137	0.128655385	0.412999163
KIF14	9928	2138	0.128823346	0.412999163
BRIP1	83990	2139	0.128898213	0.412999163
GPX7	2882	2140	0.128976303	0.412999163
SNED1	25992	2141	0.129025944	0.412999163
VAV3	10451	2142	0.129052845	0.412999163
NSMAF	8439	2143	0.129078192	0.412999163
TPCN2	219931	2144	0.129156048	0.412999163
CYP2U1	113612	2145	0.129303707	0.412999163
HAND2	9464	2146	0.129439998	0.412999163
NDN	4692	2147	0.129493375	0.412999163
KCNA4	3739	2148	0.129521828	0.412999163
THUMPD2	80745	2149	0.129523761	0.412999163
CDC7	8317	2150	0.129596764	0.412999163
SAP30	8819	2151	0.129605966	0.412999163
FPR1	2357	2152	0.12962812	0.412999163
SCNN1A	6337	2153	0.129700146	0.412999163
HCN2	610	2154	0.129763388	0.412999163
STAG1	10274	2155	0.129961414	0.412999163
IL15	3600	2156	0.129985003	0.412999163
SHPRH	257218	2157	0.129992392	0.412999163
GABRB3	2562	2158	0.129993606	0.412999163
GAMT	2593	2159	0.130025131	0.412999163
PPAP2A	8611	2160	0.130045847	0.412999163
HSD17B6	8630	2161	0.130121214	0.412999163
SLC18A3	6572	2162	0.130123387	0.412999163
ABCC13	150000	2163	0.130146488	0.412999163
MED15	51586	2164	0.130257409	0.412999163
DNER	92737	2165	0.130328362	0.412999163
TSSK6	83983	2166	0.130352867	0.412999163
FGFRL1	53834	2167	0.130393589	0.412999163
DUS1L	64118	2168	0.130549806	0.412999163
ZNHIT3	9326	2169	0.130630211	0.412999163
TRIM4	89122	2170	0.130665899	0.412999163
TRIP13	9319	2171	0.130673302	0.412999163
SMURF1	57154	2172	0.130714092	0.412999163
KIAA1632	57724	2173	0.130746967	0.412999163
NEIL3	55247	2174	0.130830328	0.413002407
HCST	10870	2175	0.130911439	0.413002407
RAF1	5894	2176	0.131027131	0.413002407
USP19	10869	2177	0.131074245	0.413002407
NGFR	4804	2178	0.131100805	0.413002407
BMPR1A	657	2179	0.13110901	0.413002407
SNAP29	9342	2180	0.131210328	0.413056787
IL20RB	53833	2181	0.13124938	0.413056787
BAZ1B	9031	2182	0.131306805	0.413056787
MORC4	79710	2183	0.131482447	0.413063505
PPEF2	5470	2184	0.131504823	0.413063505
RDH12	145226	2185	0.131559613	0.413063505
MYF5	4617	2186	0.131617163	0.413063505
MED13	9969	2187	0.131618482	0.413063505
HDAC10	83933	2188	0.13167001	0.413063505
PPP3R1	5534	2189	0.131754501	0.413139742
GPR85	54329	2190	0.131890505	0.413377364
SSR4	6748	2191	0.13196642	0.413383098
NAIP	4671	2192	0.132067092	0.413383098
HDAC1	3065	2193	0.132088859	0.413383098
FZD2	2535	2194	0.132298419	0.413383098
C2	717	2195	0.132319717	0.413383098
HDAC3	8841	2196	0.132365492	0.413383098
UQCRH	7388	2197	0.132384814	0.413383098
RAB11A	8766	2198	0.132398679	0.413383098
LIG3	3980	2199	0.132434358	0.413383098
ABCG8	64241	2200	0.132706189	0.41404331
DHRS12	79758	2201	0.132830675	0.41420135
EBAG9	9166	2202	0.132877531	0.41420135
CES2	8824	2203	0.13298719	0.414301616
IFNG	3458	2204	0.133030414	0.414301616
PCDHB5	26167	2205	0.133230378	0.414538034
RICS	9743	2206	0.133270526	0.414538034
UPRT	139596	2207	0.133397187	0.414538034
SLC24A6	80024	2208	0.133430568	0.414538034
PIM2	11040	2209	0.133497348	0.414538034
ALOX15B	247	2210	0.133521299	0.414538034
PIP5K1A	8394	2211	0.133562341	0.414538034
GUCA1B	2979	2212	0.133622579	0.414538034
FBXL2	25827	2213	0.133773293	0.414538034
LEFTY1	10637	2214	0.133803845	0.414538034
EDARADD	128178	2215	0.133833515	0.414538034
ELF2	1998	2216	0.133928638	0.414538034
BNIP1	662	2217	0.133931581	0.414538034
CSNK1G1	53944	2218	0.134032491	0.414538034
NISCH	11188	2219	0.134089933	0.414538034
ABCC12	94160	2220	0.134130461	0.414538034
ITGAD	3681	2221	0.134133009	0.414538034
ITPR1	3708	2222	0.134401333	0.415180355
P2RY11	5032	2223	0.134471534	0.415210351
DHRS2	10202	2224	0.134569241	0.415325211
CENPB	1059	2225	0.134636447	0.415345875
CDKL2	8999	2226	0.134701327	0.415359348
SLC12A2	6558	2227	0.134770937	0.415387387
KCNE3	10008	2228	0.134878538	0.415429133
MTMR1	8776	2229	0.134905527	0.415429133
CENPM	79019	2230	0.135014175	0.41543092
MAP2K1	5604	2231	0.135113011	0.41543092
TCOF1	6949	2232	0.135149795	0.41543092
HSD17B14	51171	2233	0.135175009	0.41543092
EHMT1	79813	2234	0.135208723	0.41543092
CACNG6	59285	2235	0.135309902	0.415452487
DCLRE1A	9937	2236	0.135337856	0.415452487
MRPS12	6183	2237	0.135420987	0.415452487
FANCG	2189	2238	0.135476453	0.415452487
GPRC5B	51704	2239	0.13555656	0.415452487
XCL1	6375	2240	0.13575087	0.415452487
DOT1L	84444	2241	0.13578816	0.415452487
HCN3	57657	2242	0.135835991	0.415452487
DECR1	1666	2243	0.135884322	0.415452487
CRHR2	1395	2244	0.135900864	0.415452487
PLAT	5327	2245	0.135918168	0.415452487
RAB38	23682	2246	0.135942058	0.415452487
TRPV6	55503	2247	0.136051215	0.415489962
CSF1	1435	2248	0.136121379	0.415489962
C5orf39	389289	2249	0.136137525	0.415489962
LEPR	3953	2250	0.136234183	0.415489962
SST	6750	2251	0.136256979	0.415489962
C7	730	2252	0.136419708	0.415786655
CACNA1F	778	2253	0.136640565	0.415786655
GNAO1	2775	2254	0.136751919	0.415786655
GABRA5	2558	2255	0.136800393	0.415786655
SHROOM1	134549	2256	0.13683441	0.415786655
ULK3	25989	2257	0.136911407	0.415786655
GNA14	9630	2258	0.136917498	0.415786655
RNF166	115992	2259	0.1369365	0.415786655
PHB2	11331	2260	0.136999305	0.415786655
ITGA3	3675	2261	0.137030713	0.415786655
KIF26A	26153	2262	0.137068462	0.415786655
EIF2C2	27161	2263	0.137140851	0.415786655
USP31	57478	2264	0.137182185	0.415786655
CFB	629	2265	0.137243112	0.415786655
GCLM	2730	2266	0.13729508	0.415786655
ANTXR1	84168	2267	0.137323477	0.415786655
CD69	969	2268	0.137413675	0.415791628
TCF15	6939	2269	0.137446271	0.415791628
ECT2	1894	2270	0.137721088	0.416439448
BAZ1A	11177	2271	0.137858852	0.416587714
UTS2D	257313	2272	0.138029016	0.416587714
KIF2A	3796	2273	0.138063262	0.416587714
DGKK	139189	2274	0.138069089	0.416587714
FUCA2	2519	2275	0.138131774	0.416587714
IL3	3562	2276	0.138134271	0.416587714
CDX4	1046	2277	0.138393276	0.416857551
SIGLEC6	946	2278	0.138399899	0.416857551
CLCN6	1185	2279	0.13846919	0.416857551
ADAM7	8756	2280	0.138474713	0.416857551
RAMP1	10267	2281	0.138602802	0.416857551
IGF2	3481	2282	0.138663034	0.416857551
GHRHR	2692	2283	0.138670327	0.416857551
GAST	2520	2284	0.138709593	0.416857551
DGKA	1606	2285	0.138940691	0.416941731
P2RY2	5029	2286	0.139075849	0.416941731
ANKH	56172	2287	0.13919049	0.416941731
GPR141	353345	2288	0.139300373	0.416941731
SSR1	6745	2289	0.139346118	0.416941731
FKBP1A	2280	2290	0.139372494	0.416941731
ATP13A4	84239	2291	0.13939835	0.416941731
PPP2R2D	55844	2292	0.139404401	0.416941731
UNC13B	10497	2293	0.139472849	0.416941731
PRDX5	25824	2294	0.139481228	0.416941731
CAV1	857	2295	0.139484104	0.416941731
ARHGEF4	50649	2296	0.139541884	0.416941731
PPP1R1A	5502	2297	0.139576412	0.416941731
CCKBR	887	2298	0.139616323	0.416941731
GRIN3B	116444	2299	0.139648753	0.416941731
ACVR1B	91	2300	0.139818282	0.417127619
CYB5R1	51706	2301	0.139832554	0.417127619
MMP11	4320	2302	0.139917315	0.417199153
SPHK1	8877	2303	0.139993224	0.417244242
CYP4A11	1579	2304	0.140068617	0.417287755
GPR120	338557	2305	0.14012972	0.417288676
KCNJ4	3761	2306	0.140291557	0.417573401
KCNQ5	56479	2307	0.14040699	0.417573401
PLA2G1B	5319	2308	0.140412653	0.417573401
GDF6	392255	2309	0.140476371	0.417573401
CYP2C19	1557	2310	0.14052951	0.417573401
PDGFA	5154	2311	0.140754156	0.417941371
ROR2	4920	2312	0.140858431	0.417941371
CD180	4064	2313	0.140959107	0.417941371
UCK2	7371	2314	0.141012232	0.417941371
IL6ST	3572	2315	0.141032352	0.417941371
RAB8A	4218	2316	0.141065933	0.417941371
EPS8	2059	2317	0.141136781	0.417941371
IL17RE	132014	2318	0.141140457	0.417941371
FBXW11	23291	2319	0.141206433	0.417956428
SRPK3	26576	2320	0.141280802	0.417996304
TNFSF15	9966	2321	0.141345815	0.418008477
NPC2	10577	2322	0.141485299	0.418216287
BACE2	25825	2323	0.141640833	0.418216287
SPSB1	80176	2324	0.141657085	0.418216287
CYR61	3491	2325	0.1416598	0.418216287
TRIM60	166655	2326	0.141775674	0.418241727
ADAM20	8748	2327	0.142033701	0.418241727
MPZL1	9019	2328	0.14204427	0.418241727
RNF181	51255	2329	0.142114258	0.418241727
LAMA1	284217	2330	0.142141367	0.418241727
CDC20B	166979	2331	0.142180099	0.418241727
MGST1	4257	2332	0.142219288	0.418241727
PPP1CB	5500	2333	0.14224906	0.418241727
MS4A10	341116	2334	0.142314876	0.418241727
RABL2B	11158	2335	0.142359418	0.418241727
PCDH7	5099	2336	0.142410649	0.418241727
PTGFR	5737	2337	0.142569808	0.418241727
PHB	5245	2338	0.142584381	0.418241727
